18:00:41.677 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:9ef17309
18:00:46.863 [XNIO-1 task-3]  SvtWvjJLSn6Gq8LiQc0nQw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:46.864 [XNIO-1 task-5]  5CS-YWE_RmCa-thm0BnWfA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NmZkNTZkOTgtZjM0OC00ODM4LThjMzUtNDlhZmY1YWYzMzhlOmpEZklSdnQ3UzJhVHRyZE8tQnhGQlE=", "Basic NmZkNTZkOTgtZjM0OC00ODM4LThjMzUtNDlhZmY1YWYzMzhlOmpEZklSdnQ3UzJhVHRyZE8tQnhGQlE=", authorization)
18:00:46.870 [XNIO-1 task-5]  5CS-YWE_RmCa-thm0BnWfA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:46.876 [XNIO-1 task-5]  yDmbUU7lRzuNzkBPYYsrkQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:46.876 [XNIO-1 task-5]  yDmbUU7lRzuNzkBPYYsrkQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:46.876 [XNIO-1 task-5]  yDmbUU7lRzuNzkBPYYsrkQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:46.879 [XNIO-1 task-5]  yDmbUU7lRzuNzkBPYYsrkQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:46.881 [XNIO-1 task-3]  jO99FbQgRFade3zn8LkmzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:46.881 [XNIO-1 task-3]  jO99FbQgRFade3zn8LkmzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:46.881 [XNIO-1 task-5]  yDmbUU7lRzuNzkBPYYsrkQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWJhZjEyMmUtNWM1NC00MzNiLTg4ODYtOWE0ZDYzYmYyNTZkOmhzbEZUcmpTUjRTMnVoR2pJcl9BU0E=", "Basic YWJhZjEyMmUtNWM1NC00MzNiLTg4ODYtOWE0ZDYzYmYyNTZkOmhzbEZUcmpTUjRTMnVoR2pJcl9BU0E=", authorization)
18:00:46.881 [XNIO-1 task-3]  jO99FbQgRFade3zn8LkmzA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NmNmNGMyM2EtN2IyZi00YzdlLTk0ZGUtMmViYTI1ZjdlODAxOjlManBnNzhZU2s2TTB5UW5tLURjalE=", "Basic NmNmNGMyM2EtN2IyZi00YzdlLTk0ZGUtMmViYTI1ZjdlODAxOjlManBnNzhZU2s2TTB5UW5tLURjalE=", authorization)
18:00:46.892 [XNIO-1 task-3]  jO99FbQgRFade3zn8LkmzA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:46.897 [XNIO-1 task-3]  9j5NEKyCR6-adhrl6cZQJA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:46.897 [XNIO-1 task-3]  9j5NEKyCR6-adhrl6cZQJA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:46.897 [XNIO-1 task-3]  9j5NEKyCR6-adhrl6cZQJA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:46.897 [XNIO-1 task-3]  9j5NEKyCR6-adhrl6cZQJA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:46.898 [XNIO-1 task-3]  9j5NEKyCR6-adhrl6cZQJA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NmNmNGMyM2EtN2IyZi00YzdlLTk0ZGUtMmViYTI1ZjdlODAxOjlManBnNzhZU2s2TTB5UW5tLURjalE=", "Basic NmNmNGMyM2EtN2IyZi00YzdlLTk0ZGUtMmViYTI1ZjdlODAxOjlManBnNzhZU2s2TTB5UW5tLURjalE=", authorization)
18:00:46.906 [XNIO-1 task-3]  9j5NEKyCR6-adhrl6cZQJA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:46.915 [XNIO-1 task-3]  -OlEcwG1TJe60VRc3KaT7g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:46.915 [XNIO-1 task-3]  -OlEcwG1TJe60VRc3KaT7g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:46.916 [XNIO-1 task-3]  -OlEcwG1TJe60VRc3KaT7g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:46.916 [XNIO-1 task-3]  -OlEcwG1TJe60VRc3KaT7g DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic N2E5ZmFkYjUtMTQyZC00M2ZhLTkwZTUtZTdlYjMwNmYxYzU3Om5YTmhKaVNTU1JtZmFQZ2l6bXFLTlE=", "Basic N2E5ZmFkYjUtMTQyZC00M2ZhLTkwZTUtZTdlYjMwNmYxYzU3Om5YTmhKaVNTU1JtZmFQZ2l6bXFLTlE=", authorization)
18:00:46.920 [XNIO-1 task-5]  q0ZofLRtTXGyjhjthMugcg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:46.920 [XNIO-1 task-5]  q0ZofLRtTXGyjhjthMugcg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:46.921 [XNIO-1 task-5]  q0ZofLRtTXGyjhjthMugcg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:46.921 [XNIO-1 task-5]  q0ZofLRtTXGyjhjthMugcg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:46.921 [XNIO-1 task-5]  q0ZofLRtTXGyjhjthMugcg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWJhZjEyMmUtNWM1NC00MzNiLTg4ODYtOWE0ZDYzYmYyNTZkOmhzbEZUcmpTUjRTMnVoR2pJcl9BU0E=", "Basic YWJhZjEyMmUtNWM1NC00MzNiLTg4ODYtOWE0ZDYzYmYyNTZkOmhzbEZUcmpTUjRTMnVoR2pJcl9BU0E=", authorization)
18:00:46.923 [XNIO-1 task-4]  crsAj7G-TkmvW-GAs42qlQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:46.923 [XNIO-1 task-4]  crsAj7G-TkmvW-GAs42qlQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:46.923 [XNIO-1 task-4]  crsAj7G-TkmvW-GAs42qlQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:46.923 [XNIO-1 task-4]  crsAj7G-TkmvW-GAs42qlQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YjhiNmUwZmItODIwYi00NGE4LWIxZTMtYzkwNTEzNjFmNjg2OlgtbHZwMVZJUTdTVkt3UkdEU1Jpc0E=", "Basic YjhiNmUwZmItODIwYi00NGE4LWIxZTMtYzkwNTEzNjFmNjg2OlgtbHZwMVZJUTdTVkt3UkdEU1Jpc0E=", authorization)
18:00:46.929 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:563c8c31
18:00:46.930 [XNIO-1 task-3]  QFWTyQx9Snu5f0bNIxDNPw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:46.930 [XNIO-1 task-3]  QFWTyQx9Snu5f0bNIxDNPw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:46.930 [XNIO-1 task-3]  QFWTyQx9Snu5f0bNIxDNPw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:46.931 [XNIO-1 task-3]  QFWTyQx9Snu5f0bNIxDNPw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
18:00:46.932 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:563c8c31
18:00:46.935 [XNIO-1 task-5]  q0ZofLRtTXGyjhjthMugcg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:46.937 [XNIO-1 task-4]  crsAj7G-TkmvW-GAs42qlQ DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:46.939 [XNIO-1 task-3]  QFWTyQx9Snu5f0bNIxDNPw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:46.950 [XNIO-1 task-4]  yPPN8W5VQVCNDoWGTBZvgA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:46.950 [XNIO-1 task-4]  yPPN8W5VQVCNDoWGTBZvgA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:46.950 [XNIO-1 task-4]  yPPN8W5VQVCNDoWGTBZvgA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:46.951 [XNIO-1 task-4]  yPPN8W5VQVCNDoWGTBZvgA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWJhZjEyMmUtNWM1NC00MzNiLTg4ODYtOWE0ZDYzYmYyNTZkOmhzbEZUcmpTUjRTMnVoR2pJcl9BU0E=", "Basic YWJhZjEyMmUtNWM1NC00MzNiLTg4ODYtOWE0ZDYzYmYyNTZkOmhzbEZUcmpTUjRTMnVoR2pJcl9BU0E=", authorization)
18:00:46.964 [XNIO-1 task-4]  yPPN8W5VQVCNDoWGTBZvgA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:46.964 [XNIO-1 task-4]  yPPN8W5VQVCNDoWGTBZvgA INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:46.967 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:7e90824a-dbd7-46ea-9645-3f4efa55ecdd
18:00:46.968 [XNIO-1 task-3]  fSsmoMNwRlavV0KasyCelA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:46.968 [XNIO-1 task-3]  fSsmoMNwRlavV0KasyCelA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:46.973 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:d99b47a8-a6e6-47d6-8ccb-c8a8f1900468
18:00:46.973 [XNIO-1 task-3]  fSsmoMNwRlavV0KasyCelA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:46.974 [XNIO-1 task-5]  f-FZf57XROWCl8vANNwPMA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:46.974 [XNIO-1 task-5]  f-FZf57XROWCl8vANNwPMA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:46.974 [XNIO-1 task-3]  fSsmoMNwRlavV0KasyCelA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic MDZjZTZiYzktOWQ1My00ODZhLWE1MGUtOTYwYTRkMTY4ZjBkOkZYUUgxS2tmU3lHR3R5aTR6bUZ3bHc=", "Basic MDZjZTZiYzktOWQ1My00ODZhLWE1MGUtOTYwYTRkMTY4ZjBkOkZYUUgxS2tmU3lHR3R5aTR6bUZ3bHc=", authorization)
18:00:46.974 [XNIO-1 task-3]  fSsmoMNwRlavV0KasyCelA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
18:00:46.975 [XNIO-1 task-5]  f-FZf57XROWCl8vANNwPMA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YjhiNmUwZmItODIwYi00NGE4LWIxZTMtYzkwNTEzNjFmNjg2OlgtbHZwMVZJUTdTVkt3UkdEU1Jpc0E=", "Basic YjhiNmUwZmItODIwYi00NGE4LWIxZTMtYzkwNTEzNjFmNjg2OlgtbHZwMVZJUTdTVkt3UkdEU1Jpc0E=", authorization)
18:00:46.979 [XNIO-1 task-3]  fSsmoMNwRlavV0KasyCelA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:46.983 [XNIO-1 task-5]  f-FZf57XROWCl8vANNwPMA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
18:00:46.986 [XNIO-1 task-5]  f-FZf57XROWCl8vANNwPMA INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:46.988 [XNIO-1 task-3]  odkTBNM5RH-EJC-4IXkPwQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:46.988 [XNIO-1 task-3]  odkTBNM5RH-EJC-4IXkPwQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:46.989 [XNIO-1 task-3]  odkTBNM5RH-EJC-4IXkPwQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:46.989 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:df713c77-0e8e-42a4-aeae-539dc9b80e87
18:00:46.989 [XNIO-1 task-3]  odkTBNM5RH-EJC-4IXkPwQ DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
18:00:46.994 [XNIO-1 task-3]  odkTBNM5RH-EJC-4IXkPwQ INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:47.004 [XNIO-1 task-3]  u0BRhzjcTZypLNspSxi6jA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.004 [XNIO-1 task-3]  u0BRhzjcTZypLNspSxi6jA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.005 [XNIO-1 task-3]  u0BRhzjcTZypLNspSxi6jA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.005 [XNIO-1 task-3]  u0BRhzjcTZypLNspSxi6jA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
18:00:47.010 [XNIO-1 task-3]  u0BRhzjcTZypLNspSxi6jA INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:47.014 [XNIO-1 task-3]  jcwTYZ_5Tw-YllTjbMQ27g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.014 [XNIO-1 task-3]  jcwTYZ_5Tw-YllTjbMQ27g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.015 [XNIO-1 task-3]  jcwTYZ_5Tw-YllTjbMQ27g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.015 [XNIO-1 task-3]  jcwTYZ_5Tw-YllTjbMQ27g DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
18:00:47.021 [XNIO-1 task-3]  jcwTYZ_5Tw-YllTjbMQ27g INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:47.022 [XNIO-1 task-5]  1PnDdnxSSIix2BzpDR8r9w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.022 [XNIO-1 task-5]  1PnDdnxSSIix2BzpDR8r9w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.022 [XNIO-1 task-5]  1PnDdnxSSIix2BzpDR8r9w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.022 [XNIO-1 task-5]  1PnDdnxSSIix2BzpDR8r9w DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = Kg40eOxnQHqdLMX4j1vdzA redirectUri = http://localhost:8080/authorization
18:00:47.030 [XNIO-1 task-5]  1PnDdnxSSIix2BzpDR8r9w DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:47.032 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:4cdfb3c2-c6bc-4899-b376-aa7f08a7aa55
18:00:47.033 [XNIO-1 task-3]  XeScKuOHRbWwIYWFClMqFg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.033 [XNIO-1 task-3]  XeScKuOHRbWwIYWFClMqFg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.034 [XNIO-1 task-3]  XeScKuOHRbWwIYWFClMqFg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.034 [XNIO-1 task-3]  XeScKuOHRbWwIYWFClMqFg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic N2E5ZmFkYjUtMTQyZC00M2ZhLTkwZTUtZTdlYjMwNmYxYzU3Om5YTmhKaVNTU1JtZmFQZ2l6bXFLTlE=", "Basic N2E5ZmFkYjUtMTQyZC00M2ZhLTkwZTUtZTdlYjMwNmYxYzU3Om5YTmhKaVNTU1JtZmFQZ2l6bXFLTlE=", authorization)
18:00:47.040 [XNIO-1 task-3]  XeScKuOHRbWwIYWFClMqFg DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:47.045 [XNIO-1 task-3]  DlwlwAMhRm-l2y4jSKHCNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.045 [XNIO-1 task-3]  DlwlwAMhRm-l2y4jSKHCNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.046 [XNIO-1 task-3]  DlwlwAMhRm-l2y4jSKHCNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.046 [XNIO-1 task-3]  DlwlwAMhRm-l2y4jSKHCNQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic N2E5ZmFkYjUtMTQyZC00M2ZhLTkwZTUtZTdlYjMwNmYxYzU3Om5YTmhKaVNTU1JtZmFQZ2l6bXFLTlE=", "Basic N2E5ZmFkYjUtMTQyZC00M2ZhLTkwZTUtZTdlYjMwNmYxYzU3Om5YTmhKaVNTU1JtZmFQZ2l6bXFLTlE=", authorization)
18:00:47.052 [XNIO-1 task-3]  DlwlwAMhRm-l2y4jSKHCNQ DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:47.080 [XNIO-1 task-3]  pLJ0kWlvR5-9QwMJep0flg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.080 [XNIO-1 task-3]  pLJ0kWlvR5-9QwMJep0flg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.081 [XNIO-1 task-3]  pLJ0kWlvR5-9QwMJep0flg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.081 [XNIO-1 task-3]  pLJ0kWlvR5-9QwMJep0flg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic ZmQ1YmJmZWEtZDgyZC00NTlkLWJlZDUtNGU0MTgzMGNhNTVmOktiOFo1ZDAxUm1XOTlVaWVtSlFhQmc=", "Basic ZmQ1YmJmZWEtZDgyZC00NTlkLWJlZDUtNGU0MTgzMGNhNTVmOktiOFo1ZDAxUm1XOTlVaWVtSlFhQmc=", authorization)
18:00:47.088 [XNIO-1 task-3]  pLJ0kWlvR5-9QwMJep0flg DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:47.095 [XNIO-1 task-3]  8YghQsDSTRC86WQO1zxzxQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.096 [XNIO-1 task-5]  14XCd4LiQuiVEexHHHgonQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.096 [XNIO-1 task-5]  14XCd4LiQuiVEexHHHgonQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.096 [XNIO-1 task-5]  14XCd4LiQuiVEexHHHgonQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.097 [XNIO-1 task-5]  14XCd4LiQuiVEexHHHgonQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic ZmQ1YmJmZWEtZDgyZC00NTlkLWJlZDUtNGU0MTgzMGNhNTVmOktiOFo1ZDAxUm1XOTlVaWVtSlFhQmc=", "Basic ZmQ1YmJmZWEtZDgyZC00NTlkLWJlZDUtNGU0MTgzMGNhNTVmOktiOFo1ZDAxUm1XOTlVaWVtSlFhQmc=", authorization)
18:00:47.102 [XNIO-1 task-5]  14XCd4LiQuiVEexHHHgonQ DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:47.095 [XNIO-1 task-3]  8YghQsDSTRC86WQO1zxzxQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.105 [XNIO-1 task-3]  8YghQsDSTRC86WQO1zxzxQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.105 [XNIO-1 task-3]  8YghQsDSTRC86WQO1zxzxQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWI1ZmEwZTAtYTc2Ni00NDY2LWE4YzQtMGMwYWI4Y2U4OGZjOk5GM182cFcxUVRhSUd0Q1ZrTm5vMnc=", "Basic YWI1ZmEwZTAtYTc2Ni00NDY2LWE4YzQtMGMwYWI4Y2U4OGZjOk5GM182cFcxUVRhSUd0Q1ZrTm5vMnc=", authorization)
18:00:47.107 [XNIO-1 task-5]  4o-6gwLoTtOjLDW0eNsvTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.107 [XNIO-1 task-5]  4o-6gwLoTtOjLDW0eNsvTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.108 [XNIO-1 task-5]  4o-6gwLoTtOjLDW0eNsvTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.108 [XNIO-1 task-5]  4o-6gwLoTtOjLDW0eNsvTA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NWNjOWFjNzEtMjRkZS00OTJhLThkZjktY2Q2MTBjNDI1YWIzOjc5eGNYcDc1U01TbFZmMFg4LWZDanc=", "Basic NWNjOWFjNzEtMjRkZS00OTJhLThkZjktY2Q2MTBjNDI1YWIzOjc5eGNYcDc1U01TbFZmMFg4LWZDanc=", authorization)
18:00:47.114 [XNIO-1 task-5]  4o-6gwLoTtOjLDW0eNsvTA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:47.119 [XNIO-1 task-5]  r6lF0fxwTNG4NJA07kKo1A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.120 [XNIO-1 task-5]  r6lF0fxwTNG4NJA07kKo1A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.120 [XNIO-1 task-5]  r6lF0fxwTNG4NJA07kKo1A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.121 [XNIO-1 task-5]  r6lF0fxwTNG4NJA07kKo1A DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NWNjOWFjNzEtMjRkZS00OTJhLThkZjktY2Q2MTBjNDI1YWIzOjc5eGNYcDc1U01TbFZmMFg4LWZDanc=", "Basic NWNjOWFjNzEtMjRkZS00OTJhLThkZjktY2Q2MTBjNDI1YWIzOjc5eGNYcDc1U01TbFZmMFg4LWZDanc=", authorization)
18:00:47.126 [XNIO-1 task-3]  8YghQsDSTRC86WQO1zxzxQ DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
com.networknt.exception.ApiException: {"statusCode":400,"code":"ERR12040","message":"CODE_VERIFIER_MISSING","description":"PKCE codeVerifier is not specified","severity":"ERROR"}
	at com.networknt.oauth.token.handler.Oauth2TokenPostHandler.handleRequest(Oauth2TokenPostHandler.java:116)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.audit.AuditHandler.next(AuditHandler.java:192)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.body.BodyHandler.handleRequest(BodyHandler.java:124)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.correlation.CorrelationHandler.handleRequest(CorrelationHandler.java:77)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.exception.ExceptionHandler.handleRequest(ExceptionHandler.java:76)
	at io.undertow.server.HttpServerExchange$1.run(HttpServerExchange.java:841)
	at org.jboss.threads.EnhancedQueueExecutor.safeRun(EnhancedQueueExecutor.java:2019)
	at org.jboss.threads.EnhancedQueueExecutor$ThreadBody.run(EnhancedQueueExecutor.java:1449)
18:00:47.129 [XNIO-1 task-5]  r6lF0fxwTNG4NJA07kKo1A DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:47.134 [XNIO-1 task-3]  Tx9vnokdT7y5ytolBqvsRA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.134 [XNIO-1 task-3]  Tx9vnokdT7y5ytolBqvsRA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.134 [XNIO-1 task-3]  Tx9vnokdT7y5ytolBqvsRA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:47.135 [XNIO-1 task-3]  Tx9vnokdT7y5ytolBqvsRA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleRefreshToken - refreshToken = b259aea0-dadb-42fb-a780-c057fa836564 scope = null
18:00:47.145 [XNIO-1 task-5]  ew6qeFI-SkGtFlo5XUWwNg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:47.145 [XNIO-1 task-5]  ew6qeFI-SkGtFlo5XUWwNg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:47.145 [XNIO-1 task-5]  ew6qeFI-SkGtFlo5XUWwNg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
com.networknt.exception.ApiException: {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token b259aea0-dadb-42fb-a780-c057fa836564 is not found.","severity":"ERROR"}
