18:00:40.287 [XNIO-1 task-1]  FwR53MnwQwqZbvSUx3HKCA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:45.637 [XNIO-1 task-1]  lu40iK8JQq6CoNVaFIwPFw DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:45.637 [XNIO-1 task-1]  lu40iK8JQq6CoNVaFIwPFw DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:45.637 [XNIO-1 task-1]  lu40iK8JQq6CoNVaFIwPFw DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:45.651 [XNIO-1 task-1]  lu40iK8JQq6CoNVaFIwPFw DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:45.651 [XNIO-1 task-1]  lu40iK8JQq6CoNVaFIwPFw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:45.664 [XNIO-1 task-1]  nDOvzs_BRG-OpjsGjv4sIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:45.664 [XNIO-1 task-1]  nDOvzs_BRG-OpjsGjv4sIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:45.664 [XNIO-1 task-1]  nDOvzs_BRG-OpjsGjv4sIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:45.665 [XNIO-1 task-1]  nDOvzs_BRG-OpjsGjv4sIQ DEBUG com.networknt.schema.TypeValidator debug - validate( "b9qnWtKWACUTYECGMe_ExgO2mXUbe-iilPEGI5OWmPs", "b9qnWtKWACUTYECGMe_ExgO2mXUbe-iilPEGI5OWmPs", code_challenge)
18:00:45.665 [XNIO-1 task-1]  nDOvzs_BRG-OpjsGjv4sIQ DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
18:00:45.665 [XNIO-1 task-1]  nDOvzs_BRG-OpjsGjv4sIQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:45.665 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:c7cf0e70
18:00:45.665 [XNIO-1 task-1]  nDOvzs_BRG-OpjsGjv4sIQ DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:45.666 [XNIO-1 task-1]  nDOvzs_BRG-OpjsGjv4sIQ DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:45.666 [XNIO-1 task-1]  nDOvzs_BRG-OpjsGjv4sIQ DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:45.667 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:c7cf0e70
18:00:45.675 [XNIO-1 task-1]  nDOvzs_BRG-OpjsGjv4sIQ DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:45.676 [XNIO-1 task-1]  nDOvzs_BRG-OpjsGjv4sIQ DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:45.680 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:85d08c6b-5472-43f3-a351-333784af044e
18:00:45.682 [XNIO-1 task-2]  tP5e3eD4SACe1phvlvmK1w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:45.682 [XNIO-1 task-2]  tP5e3eD4SACe1phvlvmK1w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:45.682 [XNIO-1 task-1]  nDOvzs_BRG-OpjsGjv4sIQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=HuN9jHfNTYSkVi8-DgDaBQ
18:00:45.682 [XNIO-1 task-2]  tP5e3eD4SACe1phvlvmK1w DEBUG com.networknt.schema.TypeValidator debug - validate( "b8b6e0fb-820b-44a8-b1e3-c9051361f686", "b8b6e0fb-820b-44a8-b1e3-c9051361f686", client_id)
18:00:45.683 [XNIO-1 task-2]  tP5e3eD4SACe1phvlvmK1w DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:45.683 [XNIO-1 task-2]  tP5e3eD4SACe1phvlvmK1w DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:45.683 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:85d08c6b-5472-43f3-a351-333784af044e
18:00:45.683 [XNIO-1 task-2]  tP5e3eD4SACe1phvlvmK1w DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:45.683 [XNIO-1 task-2]  tP5e3eD4SACe1phvlvmK1w DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:45.683 [XNIO-1 task-2]  tP5e3eD4SACe1phvlvmK1w DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:45.687 [XNIO-1 task-1]  lEZsRuDPQhGbaFaYZlgUag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:45.688 [XNIO-1 task-1]  lEZsRuDPQhGbaFaYZlgUag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:45.688 [XNIO-1 task-1]  lEZsRuDPQhGbaFaYZlgUag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:45.689 [XNIO-1 task-1]  lEZsRuDPQhGbaFaYZlgUag DEBUG com.networknt.schema.TypeValidator debug - validate( "93f377f9-b91d-4100-86f5-cb1d04acc93d", "93f377f9-b91d-4100-86f5-cb1d04acc93d", client_id)
18:00:45.689 [XNIO-1 task-1]  lEZsRuDPQhGbaFaYZlgUag DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:45.689 [XNIO-1 task-1]  lEZsRuDPQhGbaFaYZlgUag DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:45.689 [XNIO-1 task-1]  lEZsRuDPQhGbaFaYZlgUag DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:45.689 [XNIO-1 task-1]  lEZsRuDPQhGbaFaYZlgUag DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:45.689 [XNIO-1 task-1]  lEZsRuDPQhGbaFaYZlgUag DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:45.699 [XNIO-1 task-2]  tP5e3eD4SACe1phvlvmK1w DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:45.699 [XNIO-1 task-2]  tP5e3eD4SACe1phvlvmK1w DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:45.702 [XNIO-1 task-1]  lEZsRuDPQhGbaFaYZlgUag DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:45.702 [XNIO-1 task-1]  lEZsRuDPQhGbaFaYZlgUag DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:45.704 [XNIO-1 task-2]  tP5e3eD4SACe1phvlvmK1w DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=9vBydY4qTQihXziRKgn9KA
18:00:45.712 [XNIO-1 task-1]  AgMkUd3iQwSJpFvsa5WYlA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:45.712 [XNIO-1 task-1]  AgMkUd3iQwSJpFvsa5WYlA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:45.712 [XNIO-1 task-1]  AgMkUd3iQwSJpFvsa5WYlA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:45.712 [XNIO-1 task-1]  AgMkUd3iQwSJpFvsa5WYlA DEBUG com.networknt.schema.TypeValidator debug - validate( "b8b6e0fb-820b-44a8-b1e3-c9051361f686", "b8b6e0fb-820b-44a8-b1e3-c9051361f686", client_id)
18:00:45.712 [XNIO-1 task-1]  AgMkUd3iQwSJpFvsa5WYlA DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:45.713 [XNIO-1 task-1]  AgMkUd3iQwSJpFvsa5WYlA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:45.713 [XNIO-1 task-1]  AgMkUd3iQwSJpFvsa5WYlA DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:45.713 [XNIO-1 task-1]  AgMkUd3iQwSJpFvsa5WYlA DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:45.713 [XNIO-1 task-1]  AgMkUd3iQwSJpFvsa5WYlA DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:45.724 [XNIO-1 task-1]  AgMkUd3iQwSJpFvsa5WYlA DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:45.724 [XNIO-1 task-1]  AgMkUd3iQwSJpFvsa5WYlA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:45.731 [XNIO-1 task-1]  sIwCCcs3QieioG-1kVxBwQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:45.732 [XNIO-1 task-1]  sIwCCcs3QieioG-1kVxBwQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:45.732 [XNIO-1 task-1]  sIwCCcs3QieioG-1kVxBwQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:45.732 [XNIO-1 task-1]  sIwCCcs3QieioG-1kVxBwQ DEBUG com.networknt.schema.TypeValidator debug - validate( "b8b6e0fb-820b-44a8-b1e3-c9051361f686", "b8b6e0fb-820b-44a8-b1e3-c9051361f686", client_id)
18:00:45.732 [XNIO-1 task-1]  sIwCCcs3QieioG-1kVxBwQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:45.733 [XNIO-1 task-1]  sIwCCcs3QieioG-1kVxBwQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:45.733 [XNIO-1 task-1]  sIwCCcs3QieioG-1kVxBwQ DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:45.733 [XNIO-1 task-1]  sIwCCcs3QieioG-1kVxBwQ DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:45.733 [XNIO-1 task-1]  sIwCCcs3QieioG-1kVxBwQ DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:45.743 [XNIO-1 task-1]  sIwCCcs3QieioG-1kVxBwQ DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:45.743 [XNIO-1 task-1]  sIwCCcs3QieioG-1kVxBwQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:45.749 [XNIO-1 task-1]  7xVAAVeuRNSkzar0a8Af7g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:45.749 [XNIO-1 task-1]  7xVAAVeuRNSkzar0a8Af7g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:45.750 [XNIO-1 task-1]  7xVAAVeuRNSkzar0a8Af7g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:45.750 [XNIO-1 task-1]  7xVAAVeuRNSkzar0a8Af7g DEBUG com.networknt.schema.TypeValidator debug - validate( "b8b6e0fb-820b-44a8-b1e3-c9051361f686", "b8b6e0fb-820b-44a8-b1e3-c9051361f686", client_id)
18:00:45.751 [XNIO-1 task-1]  7xVAAVeuRNSkzar0a8Af7g DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:45.752 [XNIO-1 task-1]  7xVAAVeuRNSkzar0a8Af7g DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:45.752 [XNIO-1 task-1]  7xVAAVeuRNSkzar0a8Af7g DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:45.752 [XNIO-1 task-1]  7xVAAVeuRNSkzar0a8Af7g DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:45.752 [XNIO-1 task-1]  7xVAAVeuRNSkzar0a8Af7g DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:45.760 [XNIO-1 task-1]  7xVAAVeuRNSkzar0a8Af7g DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:45.760 [XNIO-1 task-1]  7xVAAVeuRNSkzar0a8Af7g DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:45.763 [XNIO-1 task-1]  mhkKrd4wSQGH6zlUwaqe0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:45.763 [XNIO-1 task-1]  mhkKrd4wSQGH6zlUwaqe0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:45.763 [XNIO-1 task-1]  mhkKrd4wSQGH6zlUwaqe0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:45.763 [XNIO-1 task-1]  mhkKrd4wSQGH6zlUwaqe0w DEBUG com.networknt.schema.TypeValidator debug - validate( "xVJx5Ka-rrt-ZOyLUfy5zmrg0EVZFsqodtNO9F6rM_E", "xVJx5Ka-rrt-ZOyLUfy5zmrg0EVZFsqodtNO9F6rM_E", code_challenge)
18:00:45.764 [XNIO-1 task-1]  mhkKrd4wSQGH6zlUwaqe0w DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
18:00:45.764 [XNIO-1 task-1]  mhkKrd4wSQGH6zlUwaqe0w DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:45.764 [XNIO-1 task-1]  mhkKrd4wSQGH6zlUwaqe0w DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:45.764 [XNIO-1 task-1]  mhkKrd4wSQGH6zlUwaqe0w DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:45.765 [XNIO-1 task-1]  mhkKrd4wSQGH6zlUwaqe0w DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:45.765 [XNIO-1 task-1]  mhkKrd4wSQGH6zlUwaqe0w DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:45.774 [XNIO-1 task-1]  mhkKrd4wSQGH6zlUwaqe0w DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:45.774 [XNIO-1 task-1]  mhkKrd4wSQGH6zlUwaqe0w DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:45.782 [XNIO-1 task-1]  amqsMz-bSu-545ACD9RMSw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:45.782 [XNIO-1 task-1]  amqsMz-bSu-545ACD9RMSw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:45.782 [XNIO-1 task-1]  amqsMz-bSu-545ACD9RMSw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:45.783 [XNIO-1 task-1]  amqsMz-bSu-545ACD9RMSw DEBUG com.networknt.schema.TypeValidator debug - validate( "DcMnCPH4MSYIIvto7rOz9xhScVgWLukepwOVEHUJX0s", "DcMnCPH4MSYIIvto7rOz9xhScVgWLukepwOVEHUJX0s", code_challenge)
18:00:45.783 [XNIO-1 task-1]  amqsMz-bSu-545ACD9RMSw DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
18:00:45.783 [XNIO-1 task-1]  amqsMz-bSu-545ACD9RMSw DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:45.783 [XNIO-1 task-1]  amqsMz-bSu-545ACD9RMSw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:45.783 [XNIO-1 task-1]  amqsMz-bSu-545ACD9RMSw DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:45.784 [XNIO-1 task-1]  amqsMz-bSu-545ACD9RMSw DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:45.784 [XNIO-1 task-1]  amqsMz-bSu-545ACD9RMSw DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:45.790 [XNIO-1 task-1]  amqsMz-bSu-545ACD9RMSw DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:45.790 [XNIO-1 task-1]  amqsMz-bSu-545ACD9RMSw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:45.796 [XNIO-1 task-1]  yvNbTNRSRtK2co-7c1P5IQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:45.797 [XNIO-1 task-1]  yvNbTNRSRtK2co-7c1P5IQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:45.797 [XNIO-1 task-1]  yvNbTNRSRtK2co-7c1P5IQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:45.797 [XNIO-1 task-1]  yvNbTNRSRtK2co-7c1P5IQ DEBUG com.networknt.schema.TypeValidator debug - validate( "www9Fl_DHcuxts3X4gH7LQbipu6CsFTxaxDEXTH9eTs", "www9Fl_DHcuxts3X4gH7LQbipu6CsFTxaxDEXTH9eTs", code_challenge)
18:00:45.797 [XNIO-1 task-1]  yvNbTNRSRtK2co-7c1P5IQ DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
18:00:45.797 [XNIO-1 task-1]  yvNbTNRSRtK2co-7c1P5IQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:45.798 [XNIO-1 task-1]  yvNbTNRSRtK2co-7c1P5IQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:45.798 [XNIO-1 task-1]  yvNbTNRSRtK2co-7c1P5IQ DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:45.798 [XNIO-1 task-1]  yvNbTNRSRtK2co-7c1P5IQ DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:45.798 [XNIO-1 task-1]  yvNbTNRSRtK2co-7c1P5IQ DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:45.808 [XNIO-1 task-1]  yvNbTNRSRtK2co-7c1P5IQ DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:45.808 [XNIO-1 task-1]  yvNbTNRSRtK2co-7c1P5IQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:45.815 [XNIO-1 task-1]  NjRpFClfSiyXWk8q5sCdFQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:45.815 [XNIO-1 task-1]  NjRpFClfSiyXWk8q5sCdFQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:45.815 [XNIO-1 task-1]  NjRpFClfSiyXWk8q5sCdFQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:45.816 [XNIO-1 task-1]  NjRpFClfSiyXWk8q5sCdFQ DEBUG com.networknt.schema.TypeValidator debug - validate( "SaT5QQx394WmaynzCM0DjAqiuTGrKuPF65FWlJgsyCE", "SaT5QQx394WmaynzCM0DjAqiuTGrKuPF65FWlJgsyCE", code_challenge)
18:00:45.816 [XNIO-1 task-1]  NjRpFClfSiyXWk8q5sCdFQ DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
18:00:45.816 [XNIO-1 task-1]  NjRpFClfSiyXWk8q5sCdFQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:45.816 [XNIO-1 task-1]  NjRpFClfSiyXWk8q5sCdFQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:45.817 [XNIO-1 task-1]  NjRpFClfSiyXWk8q5sCdFQ DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:45.817 [XNIO-1 task-1]  NjRpFClfSiyXWk8q5sCdFQ DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:45.818 [XNIO-1 task-1]  NjRpFClfSiyXWk8q5sCdFQ DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:45.820 [XNIO-1 task-2]  8rWdIBGPS9KadgHtaRPljw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:45.820 [XNIO-1 task-2]  8rWdIBGPS9KadgHtaRPljw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:45.820 [XNIO-1 task-2]  8rWdIBGPS9KadgHtaRPljw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
