23:10:19.937 [XNIO-1 task-1]  v-CwHm1PQvmHEuXa-uXWTw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/9839f140-fbdf-42c1-a11f-3397c148ea80, base path is set to: null
23:10:21.593 [XNIO-1 task-1]  V5mzMVfpQe-4XnFSCekzPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:21.593 [XNIO-1 task-1]  V5mzMVfpQe-4XnFSCekzPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.593 [XNIO-1 task-1]  V5mzMVfpQe-4XnFSCekzPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:21.593 [XNIO-1 task-1]  V5mzMVfpQe-4XnFSCekzPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:21.593 [XNIO-1 task-1]  V5mzMVfpQe-4XnFSCekzPQ DEBUG com.networknt.schema.TypeValidator debug - validate( "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", refreshToken)
23:10:21.593 [XNIO-1 task-1]  V5mzMVfpQe-4XnFSCekzPQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token a070dd5d-af0a-4cd3-b1d1-b5163aa5f215 is not found.","severity":"ERROR"}
23:10:21.602 [XNIO-1 task-1]  MYo2ubfaQOqgzCnb94XO1g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.602 [XNIO-1 task-1]  MYo2ubfaQOqgzCnb94XO1g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.602 [XNIO-1 task-1]  MYo2ubfaQOqgzCnb94XO1g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.602 [XNIO-1 task-1]  MYo2ubfaQOqgzCnb94XO1g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.602 [XNIO-1 task-1]  MYo2ubfaQOqgzCnb94XO1g DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.605 [XNIO-1 task-1]  z_f1B1nkR2mWsEHT6_hSOQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:21.606 [XNIO-1 task-1]  z_f1B1nkR2mWsEHT6_hSOQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.606 [XNIO-1 task-1]  z_f1B1nkR2mWsEHT6_hSOQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:21.606 [XNIO-1 task-1]  z_f1B1nkR2mWsEHT6_hSOQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:21.606 [XNIO-1 task-1]  z_f1B1nkR2mWsEHT6_hSOQ DEBUG com.networknt.schema.TypeValidator debug - validate( "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", refreshToken)
23:10:21.606 [XNIO-1 task-1]  z_f1B1nkR2mWsEHT6_hSOQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token a070dd5d-af0a-4cd3-b1d1-b5163aa5f215 is not found.","severity":"ERROR"}
23:10:21.612 [XNIO-1 task-1]  0MSVoMinS2iAM6loSYj0nA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.612 [XNIO-1 task-1]  0MSVoMinS2iAM6loSYj0nA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.612 [XNIO-1 task-1]  0MSVoMinS2iAM6loSYj0nA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.612 [XNIO-1 task-1]  0MSVoMinS2iAM6loSYj0nA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:21.619 [XNIO-1 task-1]  r_CkgYffRympmd5f1UxJPg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:21.619 [XNIO-1 task-1]  r_CkgYffRympmd5f1UxJPg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.619 [XNIO-1 task-1]  r_CkgYffRympmd5f1UxJPg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:21.619 [XNIO-1 task-1]  r_CkgYffRympmd5f1UxJPg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:21.619 [XNIO-1 task-1]  r_CkgYffRympmd5f1UxJPg DEBUG com.networknt.schema.TypeValidator debug - validate( "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", refreshToken)
23:10:21.619 [XNIO-1 task-1]  r_CkgYffRympmd5f1UxJPg ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token a070dd5d-af0a-4cd3-b1d1-b5163aa5f215 is not found.","severity":"ERROR"}
23:10:21.623 [XNIO-1 task-1]  jhMWVnh4Q5Grb65r52VA6g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.623 [XNIO-1 task-1]  jhMWVnh4Q5Grb65r52VA6g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.623 [XNIO-1 task-1]  jhMWVnh4Q5Grb65r52VA6g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.623 [XNIO-1 task-1]  jhMWVnh4Q5Grb65r52VA6g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.623 [XNIO-1 task-1]  jhMWVnh4Q5Grb65r52VA6g DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.625 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:f733ec0f-e2b3-49bc-ab88-0092eead6e3b
23:10:21.626 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:f733ec0f-e2b3-49bc-ab88-0092eead6e3b
23:10:21.627 [XNIO-1 task-1]  cxNEqJfYTkmclx9qhDqQNw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.627 [XNIO-1 task-1]  cxNEqJfYTkmclx9qhDqQNw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.627 [XNIO-1 task-1]  cxNEqJfYTkmclx9qhDqQNw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.627 [XNIO-1 task-1]  cxNEqJfYTkmclx9qhDqQNw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.627 [XNIO-1 task-1]  cxNEqJfYTkmclx9qhDqQNw DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.637 [XNIO-1 task-1]  kVgKeuEwTl-PbbZzkdTdwA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:21.637 [XNIO-1 task-1]  kVgKeuEwTl-PbbZzkdTdwA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.638 [XNIO-1 task-1]  kVgKeuEwTl-PbbZzkdTdwA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:21.638 [XNIO-1 task-1]  kVgKeuEwTl-PbbZzkdTdwA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:21.638 [XNIO-1 task-1]  kVgKeuEwTl-PbbZzkdTdwA DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:21.643 [XNIO-1 task-1]  k-zvX0rfQqaqneu4RPFWZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.643 [XNIO-1 task-1]  k-zvX0rfQqaqneu4RPFWZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.643 [XNIO-1 task-1]  k-zvX0rfQqaqneu4RPFWZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.643 [XNIO-1 task-1]  k-zvX0rfQqaqneu4RPFWZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.643 [XNIO-1 task-1]  k-zvX0rfQqaqneu4RPFWZQ DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.646 [XNIO-1 task-1]  IDblRk3CT5C2gr8p80Hdyw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:21.646 [XNIO-1 task-1]  IDblRk3CT5C2gr8p80Hdyw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.646 [XNIO-1 task-1]  IDblRk3CT5C2gr8p80Hdyw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:21.647 [XNIO-1 task-1]  IDblRk3CT5C2gr8p80Hdyw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:21.647 [XNIO-1 task-1]  IDblRk3CT5C2gr8p80Hdyw DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:21.652 [XNIO-1 task-1]  MlFxm9fuTESkXCrH2PlWow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.652 [XNIO-1 task-1]  MlFxm9fuTESkXCrH2PlWow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.652 [XNIO-1 task-1]  MlFxm9fuTESkXCrH2PlWow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.652 [XNIO-1 task-1]  MlFxm9fuTESkXCrH2PlWow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.652 [XNIO-1 task-1]  MlFxm9fuTESkXCrH2PlWow DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.659 [XNIO-1 task-1]  -nAekLf1QDa_0_rdN47cVQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:21.660 [XNIO-1 task-1]  -nAekLf1QDa_0_rdN47cVQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.660 [XNIO-1 task-1]  -nAekLf1QDa_0_rdN47cVQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:21.660 [XNIO-1 task-1]  -nAekLf1QDa_0_rdN47cVQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:21.660 [XNIO-1 task-1]  -nAekLf1QDa_0_rdN47cVQ DEBUG com.networknt.schema.TypeValidator debug - validate( "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", refreshToken)
23:10:21.660 [XNIO-1 task-1]  -nAekLf1QDa_0_rdN47cVQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token a070dd5d-af0a-4cd3-b1d1-b5163aa5f215 is not found.","severity":"ERROR"}
23:10:21.663 [XNIO-1 task-1]  yCjCKF4WSvu9kUFcCzoCcA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.663 [XNIO-1 task-1]  yCjCKF4WSvu9kUFcCzoCcA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.663 [XNIO-1 task-1]  yCjCKF4WSvu9kUFcCzoCcA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.663 [XNIO-1 task-1]  yCjCKF4WSvu9kUFcCzoCcA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.663 [XNIO-1 task-1]  yCjCKF4WSvu9kUFcCzoCcA DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.666 [XNIO-1 task-1]  9B9ZhgfXSIWcie-bn6Eyhg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187, base path is set to: null
23:10:21.666 [XNIO-1 task-1]  9B9ZhgfXSIWcie-bn6Eyhg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.666 [XNIO-1 task-1]  9B9ZhgfXSIWcie-bn6Eyhg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:21.666 [XNIO-1 task-1]  9B9ZhgfXSIWcie-bn6Eyhg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187, base path is set to: null
23:10:21.666 [XNIO-1 task-1]  9B9ZhgfXSIWcie-bn6Eyhg DEBUG com.networknt.schema.TypeValidator debug - validate( "482215e8-a923-4627-81cd-c33e79fe1187", "482215e8-a923-4627-81cd-c33e79fe1187", refreshToken)
23:10:21.666 [XNIO-1 task-1]  9B9ZhgfXSIWcie-bn6Eyhg ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 482215e8-a923-4627-81cd-c33e79fe1187 is not found.","severity":"ERROR"}
23:10:21.669 [XNIO-1 task-1]  PEidirhqR2CqhcWZXt7s5A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187
23:10:21.669 [XNIO-1 task-1]  PEidirhqR2CqhcWZXt7s5A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.669 [XNIO-1 task-1]  PEidirhqR2CqhcWZXt7s5A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.669 [XNIO-1 task-1]  PEidirhqR2CqhcWZXt7s5A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187
23:10:21.670 [XNIO-1 task-1]  PEidirhqR2CqhcWZXt7s5A DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = 482215e8-a923-4627-81cd-c33e79fe1187
23:10:21.673 [XNIO-1 task-1]  RDxiPyKJTPun-1e53bJ1PA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/b7f02c24-8222-4e93-8a9e-5e3f41f50b4d, base path is set to: null
23:10:21.673 [XNIO-1 task-1]  RDxiPyKJTPun-1e53bJ1PA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.674 [XNIO-1 task-1]  RDxiPyKJTPun-1e53bJ1PA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:21.674 [XNIO-1 task-1]  RDxiPyKJTPun-1e53bJ1PA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/b7f02c24-8222-4e93-8a9e-5e3f41f50b4d, base path is set to: null
23:10:21.674 [XNIO-1 task-1]  RDxiPyKJTPun-1e53bJ1PA DEBUG com.networknt.schema.TypeValidator debug - validate( "b7f02c24-8222-4e93-8a9e-5e3f41f50b4d", "b7f02c24-8222-4e93-8a9e-5e3f41f50b4d", refreshToken)
23:10:21.686 [XNIO-1 task-1]  wEgdAd98SeK-Pl4MeaQMtw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/489f6098-f8df-47dc-9c7b-528970980ad9, base path is set to: null
23:10:21.686 [XNIO-1 task-1]  wEgdAd98SeK-Pl4MeaQMtw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.686 [XNIO-1 task-1]  wEgdAd98SeK-Pl4MeaQMtw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:21.687 [XNIO-1 task-1]  wEgdAd98SeK-Pl4MeaQMtw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/489f6098-f8df-47dc-9c7b-528970980ad9, base path is set to: null
23:10:21.687 [XNIO-1 task-1]  wEgdAd98SeK-Pl4MeaQMtw DEBUG com.networknt.schema.TypeValidator debug - validate( "489f6098-f8df-47dc-9c7b-528970980ad9", "489f6098-f8df-47dc-9c7b-528970980ad9", refreshToken)
23:10:21.696 [XNIO-1 task-1]  G0RrBt02TeqM9XSbdrQvyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444, base path is set to: null
23:10:21.696 [XNIO-1 task-1]  G0RrBt02TeqM9XSbdrQvyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.697 [XNIO-1 task-1]  G0RrBt02TeqM9XSbdrQvyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:21.697 [XNIO-1 task-1]  G0RrBt02TeqM9XSbdrQvyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444, base path is set to: null
23:10:21.697 [XNIO-1 task-1]  G0RrBt02TeqM9XSbdrQvyQ DEBUG com.networknt.schema.TypeValidator debug - validate( "a0332a10-7919-4032-b06f-c7506d959444", "a0332a10-7919-4032-b06f-c7506d959444", refreshToken)
23:10:21.697 [XNIO-1 task-1]  G0RrBt02TeqM9XSbdrQvyQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token a0332a10-7919-4032-b06f-c7506d959444 is not found.","severity":"ERROR"}
23:10:21.699 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:75334213-702c-4a63-9540-73d2baffef0c
23:10:21.703 [XNIO-1 task-1]  bYHTK6slR2m-cw2FLcYZeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/489f6098-f8df-47dc-9c7b-528970980ad9
23:10:21.703 [XNIO-1 task-1]  bYHTK6slR2m-cw2FLcYZeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.703 [XNIO-1 task-1]  bYHTK6slR2m-cw2FLcYZeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.703 [XNIO-1 task-1]  bYHTK6slR2m-cw2FLcYZeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/489f6098-f8df-47dc-9c7b-528970980ad9
23:10:21.704 [XNIO-1 task-1]  bYHTK6slR2m-cw2FLcYZeQ DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = 489f6098-f8df-47dc-9c7b-528970980ad9
23:10:21.710 [XNIO-1 task-1]  5txeFVy9SOyUreOjwOYIXw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:21.710 [XNIO-1 task-1]  5txeFVy9SOyUreOjwOYIXw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.710 [XNIO-1 task-1]  5txeFVy9SOyUreOjwOYIXw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:21.710 [XNIO-1 task-1]  5txeFVy9SOyUreOjwOYIXw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:21.710 [XNIO-1 task-1]  5txeFVy9SOyUreOjwOYIXw DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:21.715 [XNIO-1 task-1]  pJ7B-l8WRsmv3v40a5yOaA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.715 [XNIO-1 task-1]  pJ7B-l8WRsmv3v40a5yOaA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.715 [XNIO-1 task-1]  pJ7B-l8WRsmv3v40a5yOaA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.715 [XNIO-1 task-1]  pJ7B-l8WRsmv3v40a5yOaA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:21.719 [XNIO-1 task-1]  UJoldXbJSkyzjnru1XQNTw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444, base path is set to: null
23:10:21.719 [XNIO-1 task-1]  UJoldXbJSkyzjnru1XQNTw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.719 [XNIO-1 task-1]  UJoldXbJSkyzjnru1XQNTw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:21.719 [XNIO-1 task-1]  UJoldXbJSkyzjnru1XQNTw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444, base path is set to: null
23:10:21.720 [XNIO-1 task-1]  UJoldXbJSkyzjnru1XQNTw DEBUG com.networknt.schema.TypeValidator debug - validate( "a0332a10-7919-4032-b06f-c7506d959444", "a0332a10-7919-4032-b06f-c7506d959444", refreshToken)
23:10:21.720 [XNIO-1 task-1]  UJoldXbJSkyzjnru1XQNTw ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token a0332a10-7919-4032-b06f-c7506d959444 is not found.","severity":"ERROR"}
23:10:21.725 [XNIO-1 task-1]  _lv8yUW7RwKl4p7v4VVgsA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/489f6098-f8df-47dc-9c7b-528970980ad9
23:10:21.725 [XNIO-1 task-1]  _lv8yUW7RwKl4p7v4VVgsA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.726 [XNIO-1 task-1]  _lv8yUW7RwKl4p7v4VVgsA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.726 [XNIO-1 task-1]  _lv8yUW7RwKl4p7v4VVgsA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/489f6098-f8df-47dc-9c7b-528970980ad9
23:10:21.726 [XNIO-1 task-1]  _lv8yUW7RwKl4p7v4VVgsA DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = 489f6098-f8df-47dc-9c7b-528970980ad9
23:10:21.730 [XNIO-1 task-1]  chErzkKXTuaqja5bs5asxg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:21.731 [XNIO-1 task-1]  chErzkKXTuaqja5bs5asxg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.731 [XNIO-1 task-1]  chErzkKXTuaqja5bs5asxg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:21.731 [XNIO-1 task-1]  chErzkKXTuaqja5bs5asxg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:21.731 [XNIO-1 task-1]  chErzkKXTuaqja5bs5asxg DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:21.738 [XNIO-1 task-1]  GMjxW1mCSMC0AjtbqvQkew DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/b3e98af0-e688-410a-bfcd-f3aaef9b4d8f
23:10:21.738 [XNIO-1 task-1]  GMjxW1mCSMC0AjtbqvQkew DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.738 [XNIO-1 task-1]  GMjxW1mCSMC0AjtbqvQkew DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
