19:00:41.635 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:0a7d5b86
19:00:46.276 [XNIO-1 task-2]  17OworGmTJWMsioAItOwQQ DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
19:00:46.277 [XNIO-1 task-1]  R5SM19klRAmd5LGP1CF9yQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:46.278 [XNIO-1 task-1]  R5SM19klRAmd5LGP1CF9yQ DEBUG com.networknt.schema.TypeValidator debug - validate( "332bab43-8967-4a8f-ae82-540c46c8afb6", "332bab43-8967-4a8f-ae82-540c46c8afb6", client_id)
19:00:46.278 [XNIO-1 task-2]  17OworGmTJWMsioAItOwQQ DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:46.278 [XNIO-1 task-1]  R5SM19klRAmd5LGP1CF9yQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:46.278 [XNIO-1 task-2]  17OworGmTJWMsioAItOwQQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:46.278 [XNIO-1 task-2]  17OworGmTJWMsioAItOwQQ DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:46.278 [XNIO-1 task-1]  R5SM19klRAmd5LGP1CF9yQ DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:46.278 [XNIO-1 task-1]  R5SM19klRAmd5LGP1CF9yQ DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:46.278 [XNIO-1 task-1]  R5SM19klRAmd5LGP1CF9yQ DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:46.278 [XNIO-1 task-2]  17OworGmTJWMsioAItOwQQ DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:46.278 [XNIO-1 task-1]  R5SM19klRAmd5LGP1CF9yQ DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:46.289 [XNIO-1 task-2]  17OworGmTJWMsioAItOwQQ DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:46.289 [XNIO-1 task-2]  17OworGmTJWMsioAItOwQQ DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:46.289 [XNIO-1 task-1]  R5SM19klRAmd5LGP1CF9yQ DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:46.290 [XNIO-1 task-1]  R5SM19klRAmd5LGP1CF9yQ DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:46.292 [XNIO-1 task-2]  17OworGmTJWMsioAItOwQQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=BY_k5b63Sq2bXT5wVCsLWQ
19:00:46.301 [XNIO-1 task-2]  9ZnFFy4ATtCfJzKMUp0Pgw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:46.301 [XNIO-1 task-2]  9ZnFFy4ATtCfJzKMUp0Pgw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:46.301 [XNIO-1 task-2]  9ZnFFy4ATtCfJzKMUp0Pgw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:46.302 [XNIO-1 task-2]  9ZnFFy4ATtCfJzKMUp0Pgw DEBUG com.networknt.schema.TypeValidator debug - validate( "366825f3-9f2d-4e9e-8b4e-35efbd34304c", "366825f3-9f2d-4e9e-8b4e-35efbd34304c", client_id)
19:00:46.303 [XNIO-1 task-2]  9ZnFFy4ATtCfJzKMUp0Pgw DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:46.303 [XNIO-1 task-2]  9ZnFFy4ATtCfJzKMUp0Pgw DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:46.304 [XNIO-1 task-2]  9ZnFFy4ATtCfJzKMUp0Pgw DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:46.304 [XNIO-1 task-2]  9ZnFFy4ATtCfJzKMUp0Pgw DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:46.304 [XNIO-1 task-2]  9ZnFFy4ATtCfJzKMUp0Pgw DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:46.307 [XNIO-1 task-1]  R5SM19klRAmd5LGP1CF9yQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=fQzaCBk-SlWUacanpV39zQ
19:00:46.311 [XNIO-1 task-2]  9ZnFFy4ATtCfJzKMUp0Pgw DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:46.312 [XNIO-1 task-2]  9ZnFFy4ATtCfJzKMUp0Pgw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:46.313 [XNIO-1 task-1]  NzSrOk-IQ_S9aEIY08HvEQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:46.313 [XNIO-1 task-1]  NzSrOk-IQ_S9aEIY08HvEQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:46.313 [XNIO-1 task-1]  NzSrOk-IQ_S9aEIY08HvEQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:46.314 [XNIO-1 task-1]  NzSrOk-IQ_S9aEIY08HvEQ DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:46.314 [XNIO-1 task-1]  NzSrOk-IQ_S9aEIY08HvEQ DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:46.314 [XNIO-1 task-1]  NzSrOk-IQ_S9aEIY08HvEQ DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:46.314 [XNIO-1 task-1]  NzSrOk-IQ_S9aEIY08HvEQ DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:46.314 [XNIO-1 task-1]  NzSrOk-IQ_S9aEIY08HvEQ DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:46.316 [XNIO-1 task-2]  9ZnFFy4ATtCfJzKMUp0Pgw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=t4-yM89yT5aLKo8LSXfyug
19:00:46.325 [XNIO-1 task-1]  NzSrOk-IQ_S9aEIY08HvEQ DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:46.325 [XNIO-1 task-1]  NzSrOk-IQ_S9aEIY08HvEQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:46.344 [XNIO-1 task-1]  ib0s24NpSTyFV-_ByS_Rag DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:46.345 [XNIO-1 task-1]  ib0s24NpSTyFV-_ByS_Rag DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:46.345 [XNIO-1 task-1]  ib0s24NpSTyFV-_ByS_Rag DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:46.346 [XNIO-1 task-1]  ib0s24NpSTyFV-_ByS_Rag DEBUG com.networknt.schema.TypeValidator debug - validate( "bfmvKn0nsR6OPlocvDZZ9o9i_miyVWeKu0ZIxxh97ro", "bfmvKn0nsR6OPlocvDZZ9o9i_miyVWeKu0ZIxxh97ro", code_challenge)
19:00:46.346 [XNIO-1 task-1]  ib0s24NpSTyFV-_ByS_Rag DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
19:00:46.346 [XNIO-1 task-1]  ib0s24NpSTyFV-_ByS_Rag DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:46.346 [XNIO-1 task-1]  ib0s24NpSTyFV-_ByS_Rag DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:46.347 [XNIO-1 task-1]  ib0s24NpSTyFV-_ByS_Rag DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:46.347 [XNIO-1 task-1]  ib0s24NpSTyFV-_ByS_Rag DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:46.347 [XNIO-1 task-1]  ib0s24NpSTyFV-_ByS_Rag DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:46.359 [XNIO-1 task-2]  kdT_OSRuT7qx8IaNWNO0WA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:46.359 [XNIO-1 task-2]  kdT_OSRuT7qx8IaNWNO0WA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:46.359 [XNIO-1 task-2]  kdT_OSRuT7qx8IaNWNO0WA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:46.359 [XNIO-1 task-2]  kdT_OSRuT7qx8IaNWNO0WA DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:46.359 [XNIO-1 task-2]  kdT_OSRuT7qx8IaNWNO0WA DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:46.360 [XNIO-1 task-2]  kdT_OSRuT7qx8IaNWNO0WA DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:46.360 [XNIO-1 task-2]  kdT_OSRuT7qx8IaNWNO0WA DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:46.360 [XNIO-1 task-2]  kdT_OSRuT7qx8IaNWNO0WA DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:46.368 [XNIO-1 task-1]  ib0s24NpSTyFV-_ByS_Rag DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:46.368 [XNIO-1 task-1]  ib0s24NpSTyFV-_ByS_Rag DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:46.370 [XNIO-1 task-1]  ib0s24NpSTyFV-_ByS_Rag DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=SAcJS70KQBO42c94CD1zLQ
19:00:46.375 [XNIO-1 task-2]  kdT_OSRuT7qx8IaNWNO0WA DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:46.375 [XNIO-1 task-2]  kdT_OSRuT7qx8IaNWNO0WA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:46.382 [XNIO-1 task-2]  xA97aFMjSrW81qw8YWcHag DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:46.383 [XNIO-1 task-2]  xA97aFMjSrW81qw8YWcHag DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:46.383 [XNIO-1 task-2]  xA97aFMjSrW81qw8YWcHag DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:46.383 [XNIO-1 task-2]  xA97aFMjSrW81qw8YWcHag DEBUG com.networknt.schema.TypeValidator debug - validate( "a0d8afc8-5521-4a8f-9291-f42693a51155", "a0d8afc8-5521-4a8f-9291-f42693a51155", client_id)
19:00:46.383 [XNIO-1 task-2]  xA97aFMjSrW81qw8YWcHag DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:46.384 [XNIO-1 task-2]  xA97aFMjSrW81qw8YWcHag DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:46.384 [XNIO-1 task-2]  xA97aFMjSrW81qw8YWcHag DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:46.384 [XNIO-1 task-2]  xA97aFMjSrW81qw8YWcHag DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:46.384 [XNIO-1 task-2]  xA97aFMjSrW81qw8YWcHag DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:46.391 [XNIO-1 task-2]  xA97aFMjSrW81qw8YWcHag DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:46.391 [XNIO-1 task-2]  xA97aFMjSrW81qw8YWcHag DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:46.406 [XNIO-1 task-2]  KA0vcjulRvqjH6DX07JclA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:46.406 [XNIO-1 task-2]  KA0vcjulRvqjH6DX07JclA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:46.406 [XNIO-1 task-2]  KA0vcjulRvqjH6DX07JclA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:46.407 [XNIO-1 task-2]  KA0vcjulRvqjH6DX07JclA DEBUG com.networknt.schema.TypeValidator debug - validate( "lC1khMr7JaofqCmhugKz1jXFRm56Kbme_OVS7YmEOSc", "lC1khMr7JaofqCmhugKz1jXFRm56Kbme_OVS7YmEOSc", code_challenge)
19:00:46.407 [XNIO-1 task-2]  KA0vcjulRvqjH6DX07JclA DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
19:00:46.407 [XNIO-1 task-2]  KA0vcjulRvqjH6DX07JclA DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:46.407 [XNIO-1 task-2]  KA0vcjulRvqjH6DX07JclA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:46.407 [XNIO-1 task-2]  KA0vcjulRvqjH6DX07JclA DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:46.408 [XNIO-1 task-2]  KA0vcjulRvqjH6DX07JclA DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:46.408 [XNIO-1 task-2]  KA0vcjulRvqjH6DX07JclA DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:46.423 [XNIO-1 task-2]  KA0vcjulRvqjH6DX07JclA DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:46.425 [XNIO-1 task-2]  KA0vcjulRvqjH6DX07JclA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:46.440 [XNIO-1 task-2]  js08jVdeSSOnYHmLs8CXoA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:46.440 [XNIO-1 task-2]  js08jVdeSSOnYHmLs8CXoA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:46.441 [XNIO-1 task-2]  js08jVdeSSOnYHmLs8CXoA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:46.441 [XNIO-1 task-2]  js08jVdeSSOnYHmLs8CXoA DEBUG com.networknt.schema.TypeValidator debug - validate( "e17f039c-8502-4eae-8bc0-923def0f5a7c", "e17f039c-8502-4eae-8bc0-923def0f5a7c", client_id)
19:00:46.442 [XNIO-1 task-2]  js08jVdeSSOnYHmLs8CXoA DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:46.442 [XNIO-1 task-2]  js08jVdeSSOnYHmLs8CXoA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:46.442 [XNIO-1 task-2]  js08jVdeSSOnYHmLs8CXoA DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:46.442 [XNIO-1 task-2]  js08jVdeSSOnYHmLs8CXoA DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:46.442 [XNIO-1 task-2]  js08jVdeSSOnYHmLs8CXoA DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:46.453 [XNIO-1 task-2]  js08jVdeSSOnYHmLs8CXoA DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:46.453 [XNIO-1 task-2]  js08jVdeSSOnYHmLs8CXoA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:46.461 [XNIO-1 task-2]  JSBg2ec_Rsq_vsf8xVpLsw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:46.461 [XNIO-1 task-2]  JSBg2ec_Rsq_vsf8xVpLsw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:46.462 [XNIO-1 task-2]  JSBg2ec_Rsq_vsf8xVpLsw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:46.462 [XNIO-1 task-2]  JSBg2ec_Rsq_vsf8xVpLsw DEBUG com.networknt.schema.TypeValidator debug - validate( "s7WvzwVp0wUtAyDOY0z-9D2ARtoCGyIPUdVL37v67WM", "s7WvzwVp0wUtAyDOY0z-9D2ARtoCGyIPUdVL37v67WM", code_challenge)
19:00:46.463 [XNIO-1 task-2]  JSBg2ec_Rsq_vsf8xVpLsw DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
19:00:46.463 [XNIO-1 task-2]  JSBg2ec_Rsq_vsf8xVpLsw DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:46.463 [XNIO-1 task-2]  JSBg2ec_Rsq_vsf8xVpLsw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:46.463 [XNIO-1 task-2]  JSBg2ec_Rsq_vsf8xVpLsw DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:46.463 [XNIO-1 task-2]  JSBg2ec_Rsq_vsf8xVpLsw DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:46.465 [XNIO-1 task-2]  JSBg2ec_Rsq_vsf8xVpLsw DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:46.466 [XNIO-1 task-1]  5Bl0FSOcQDiPxHILnAgxEw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:46.466 [XNIO-1 task-1]  5Bl0FSOcQDiPxHILnAgxEw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:46.467 [XNIO-1 task-1]  5Bl0FSOcQDiPxHILnAgxEw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:46.467 [XNIO-1 task-1]  5Bl0FSOcQDiPxHILnAgxEw DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:46.467 [XNIO-1 task-1]  5Bl0FSOcQDiPxHILnAgxEw DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:46.467 [XNIO-1 task-1]  5Bl0FSOcQDiPxHILnAgxEw DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:46.467 [XNIO-1 task-1]  5Bl0FSOcQDiPxHILnAgxEw DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:46.468 [XNIO-1 task-1]  5Bl0FSOcQDiPxHILnAgxEw DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:46.471 [XNIO-1 task-2]  JSBg2ec_Rsq_vsf8xVpLsw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:46.472 [XNIO-1 task-2]  JSBg2ec_Rsq_vsf8xVpLsw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:46.474 [XNIO-1 task-2]  JSBg2ec_Rsq_vsf8xVpLsw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=sgAD1JTUTAqemUZPvJcJiw
19:00:46.476 [XNIO-1 task-1]  5Bl0FSOcQDiPxHILnAgxEw DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:46.476 [XNIO-1 task-1]  5Bl0FSOcQDiPxHILnAgxEw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:46.483 [XNIO-1 task-1]  Z7IWBlcvQ-yAhFLf0PtdrQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:46.484 [XNIO-1 task-1]  Z7IWBlcvQ-yAhFLf0PtdrQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:46.485 [XNIO-1 task-1]  Z7IWBlcvQ-yAhFLf0PtdrQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:46.485 [XNIO-1 task-1]  Z7IWBlcvQ-yAhFLf0PtdrQ DEBUG com.networknt.schema.TypeValidator debug - validate( "8m7IRVB6nLTyxtXthnkBBBm3zmLmkr6pqpT3OTnDWuk", "8m7IRVB6nLTyxtXthnkBBBm3zmLmkr6pqpT3OTnDWuk", code_challenge)
