08:11:46.169 [XNIO-1 task-2]  MBjlzHl4Q6O-EmMDAPKNyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/65b2e657
08:11:48.555 [XNIO-1 task-2]  fwkx5h2EQ9CkhDah7s2bhw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.555 [XNIO-1 task-2]  fwkx5h2EQ9CkhDah7s2bhw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.555 [XNIO-1 task-2]  fwkx5h2EQ9CkhDah7s2bhw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"4472361a","serviceName":"f619044e-8b5f-41b9-b335-d9deb092","serviceDesc":"e0f8a391-2fd5-4536-9dc8-c33b87f4b6f0","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"4472361a","serviceName":"f619044e-8b5f-41b9-b335-d9deb092","serviceDesc":"e0f8a391-2fd5-4536-9dc8-c33b87f4b6f0","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:48.556 [XNIO-1 task-2]  fwkx5h2EQ9CkhDah7s2bhw DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"4472361a","serviceName":"f619044e-8b5f-41b9-b335-d9deb092","serviceDesc":"e0f8a391-2fd5-4536-9dc8-c33b87f4b6f0","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:48.556 [XNIO-1 task-2]  fwkx5h2EQ9CkhDah7s2bhw DEBUG com.networknt.schema.TypeValidator debug - validate( "e0f8a391-2fd5-4536-9dc8-c33b87f4b6f0", {"serviceType":"swagger","serviceId":"4472361a","serviceName":"f619044e-8b5f-41b9-b335-d9deb092","serviceDesc":"e0f8a391-2fd5-4536-9dc8-c33b87f4b6f0","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
08:11:48.556 [XNIO-1 task-2]  fwkx5h2EQ9CkhDah7s2bhw DEBUG com.networknt.schema.TypeValidator debug - validate( "4472361a", {"serviceType":"swagger","serviceId":"4472361a","serviceName":"f619044e-8b5f-41b9-b335-d9deb092","serviceDesc":"e0f8a391-2fd5-4536-9dc8-c33b87f4b6f0","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
08:11:48.556 [XNIO-1 task-2]  fwkx5h2EQ9CkhDah7s2bhw DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"4472361a","serviceName":"f619044e-8b5f-41b9-b335-d9deb092","serviceDesc":"e0f8a391-2fd5-4536-9dc8-c33b87f4b6f0","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
08:11:48.556 [XNIO-1 task-2]  fwkx5h2EQ9CkhDah7s2bhw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"4472361a","serviceName":"f619044e-8b5f-41b9-b335-d9deb092","serviceDesc":"e0f8a391-2fd5-4536-9dc8-c33b87f4b6f0","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"4472361a","serviceName":"f619044e-8b5f-41b9-b335-d9deb092","serviceDesc":"e0f8a391-2fd5-4536-9dc8-c33b87f4b6f0","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:48.562 [XNIO-1 task-2]  6B2EbDbHR8Klp-AhBb_FWw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/a1703e38, base path is set to: null
08:11:48.562 [XNIO-1 task-2]  6B2EbDbHR8Klp-AhBb_FWw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:48.562 [XNIO-1 task-2]  6B2EbDbHR8Klp-AhBb_FWw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:48.562 [XNIO-1 task-2]  6B2EbDbHR8Klp-AhBb_FWw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/a1703e38, base path is set to: null
08:11:48.562 [XNIO-1 task-2]  6B2EbDbHR8Klp-AhBb_FWw DEBUG com.networknt.schema.TypeValidator debug - validate( "a1703e38", "a1703e38", serviceId)
08:11:48.568 [XNIO-1 task-2]  HadDqOHtR5WK3tFjdHq83g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.568 [XNIO-1 task-2]  HadDqOHtR5WK3tFjdHq83g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.569 [XNIO-1 task-2]  HadDqOHtR5WK3tFjdHq83g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.578 [XNIO-1 task-2]  epuBzo4gQ_iB6X0OH8zEHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.578 [XNIO-1 task-2]  epuBzo4gQ_iB6X0OH8zEHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.578 [XNIO-1 task-2]  epuBzo4gQ_iB6X0OH8zEHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.578 [XNIO-1 task-2]  epuBzo4gQ_iB6X0OH8zEHQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
08:11:48.586 [XNIO-1 task-2]  O7SRY-sYQMWP6Zg7GAjhgQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.586 [XNIO-1 task-2]  O7SRY-sYQMWP6Zg7GAjhgQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.586 [XNIO-1 task-2]  O7SRY-sYQMWP6Zg7GAjhgQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.586 [XNIO-1 task-2]  O7SRY-sYQMWP6Zg7GAjhgQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"b4e23211","serviceName":"22279465-1924-475d-b5b6-3f083ba4","serviceDesc":"66f7b3b9-59cc-4c88-811e-26adb8c7ff6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"b4e23211","serviceName":"22279465-1924-475d-b5b6-3f083ba4","serviceDesc":"66f7b3b9-59cc-4c88-811e-26adb8c7ff6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:48.586 [XNIO-1 task-2]  O7SRY-sYQMWP6Zg7GAjhgQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"b4e23211","serviceName":"22279465-1924-475d-b5b6-3f083ba4","serviceDesc":"66f7b3b9-59cc-4c88-811e-26adb8c7ff6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:48.586 [XNIO-1 task-2]  O7SRY-sYQMWP6Zg7GAjhgQ DEBUG com.networknt.schema.TypeValidator debug - validate( "66f7b3b9-59cc-4c88-811e-26adb8c7ff6c", {"serviceType":"swagger","serviceId":"b4e23211","serviceName":"22279465-1924-475d-b5b6-3f083ba4","serviceDesc":"66f7b3b9-59cc-4c88-811e-26adb8c7ff6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
08:11:48.586 [XNIO-1 task-2]  O7SRY-sYQMWP6Zg7GAjhgQ DEBUG com.networknt.schema.TypeValidator debug - validate( "b4e23211", {"serviceType":"swagger","serviceId":"b4e23211","serviceName":"22279465-1924-475d-b5b6-3f083ba4","serviceDesc":"66f7b3b9-59cc-4c88-811e-26adb8c7ff6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
08:11:48.587 [XNIO-1 task-2]  O7SRY-sYQMWP6Zg7GAjhgQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"b4e23211","serviceName":"22279465-1924-475d-b5b6-3f083ba4","serviceDesc":"66f7b3b9-59cc-4c88-811e-26adb8c7ff6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
08:11:48.587 [XNIO-1 task-2]  O7SRY-sYQMWP6Zg7GAjhgQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"b4e23211","serviceName":"22279465-1924-475d-b5b6-3f083ba4","serviceDesc":"66f7b3b9-59cc-4c88-811e-26adb8c7ff6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"b4e23211","serviceName":"22279465-1924-475d-b5b6-3f083ba4","serviceDesc":"66f7b3b9-59cc-4c88-811e-26adb8c7ff6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:48.593 [XNIO-1 task-2]  ZtPvMMyaRE-Qmjr1nEaYHA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.593 [XNIO-1 task-2]  ZtPvMMyaRE-Qmjr1nEaYHA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.593 [XNIO-1 task-2]  ZtPvMMyaRE-Qmjr1nEaYHA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.594 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:268447c3
08:11:48.595 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:7d57cecd-0f44-4e7c-b639-78e2327159d2
08:11:48.602 [XNIO-1 task-2]  UlaN21xTRseojk7y9wp18g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/b4e23211, base path is set to: null
08:11:48.602 [XNIO-1 task-2]  UlaN21xTRseojk7y9wp18g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:48.602 [XNIO-1 task-2]  UlaN21xTRseojk7y9wp18g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:48.602 [XNIO-1 task-2]  UlaN21xTRseojk7y9wp18g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/b4e23211, base path is set to: null
08:11:48.602 [XNIO-1 task-2]  UlaN21xTRseojk7y9wp18g DEBUG com.networknt.schema.TypeValidator debug - validate( "b4e23211", "b4e23211", serviceId)
08:11:48.605 [XNIO-1 task-2]  MoTwYAEoTbmmRJNXrKHpGw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.605 [XNIO-1 task-2]  MoTwYAEoTbmmRJNXrKHpGw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.605 [XNIO-1 task-2]  MoTwYAEoTbmmRJNXrKHpGw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.605 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:fa5062c1
08:11:48.612 [XNIO-1 task-2]  lT7iigC1TVikw6NtD3ejSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/b4e23211, base path is set to: null
08:11:48.612 [XNIO-1 task-2]  lT7iigC1TVikw6NtD3ejSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:48.612 [XNIO-1 task-2]  lT7iigC1TVikw6NtD3ejSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:48.612 [XNIO-1 task-2]  lT7iigC1TVikw6NtD3ejSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/b4e23211, base path is set to: null
08:11:48.612 [XNIO-1 task-2]  lT7iigC1TVikw6NtD3ejSQ DEBUG com.networknt.schema.TypeValidator debug - validate( "b4e23211", "b4e23211", serviceId)
08:11:48.614 [XNIO-1 task-2]  yVY4NquVRwW2rJ2RndipQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.614 [XNIO-1 task-2]  yVY4NquVRwW2rJ2RndipQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.614 [XNIO-1 task-2]  yVY4NquVRwW2rJ2RndipQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.615 [XNIO-1 task-2]  yVY4NquVRwW2rJ2RndipQw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"b4e23211","serviceName":"22279465-1924-475d-b5b6-3f083ba4","serviceDesc":"66f7b3b9-59cc-4c88-811e-26adb8c7ff6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"b4e23211","serviceName":"22279465-1924-475d-b5b6-3f083ba4","serviceDesc":"66f7b3b9-59cc-4c88-811e-26adb8c7ff6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:48.615 [XNIO-1 task-2]  yVY4NquVRwW2rJ2RndipQw DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"b4e23211","serviceName":"22279465-1924-475d-b5b6-3f083ba4","serviceDesc":"66f7b3b9-59cc-4c88-811e-26adb8c7ff6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:48.615 [XNIO-1 task-2]  yVY4NquVRwW2rJ2RndipQw DEBUG com.networknt.schema.TypeValidator debug - validate( "66f7b3b9-59cc-4c88-811e-26adb8c7ff6c", {"serviceType":"swagger","serviceId":"b4e23211","serviceName":"22279465-1924-475d-b5b6-3f083ba4","serviceDesc":"66f7b3b9-59cc-4c88-811e-26adb8c7ff6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
08:11:48.615 [XNIO-1 task-2]  yVY4NquVRwW2rJ2RndipQw DEBUG com.networknt.schema.TypeValidator debug - validate( "b4e23211", {"serviceType":"swagger","serviceId":"b4e23211","serviceName":"22279465-1924-475d-b5b6-3f083ba4","serviceDesc":"66f7b3b9-59cc-4c88-811e-26adb8c7ff6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
08:11:48.615 [XNIO-1 task-2]  yVY4NquVRwW2rJ2RndipQw DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"b4e23211","serviceName":"22279465-1924-475d-b5b6-3f083ba4","serviceDesc":"66f7b3b9-59cc-4c88-811e-26adb8c7ff6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
08:11:48.615 [XNIO-1 task-2]  yVY4NquVRwW2rJ2RndipQw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"b4e23211","serviceName":"22279465-1924-475d-b5b6-3f083ba4","serviceDesc":"66f7b3b9-59cc-4c88-811e-26adb8c7ff6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"b4e23211","serviceName":"22279465-1924-475d-b5b6-3f083ba4","serviceDesc":"66f7b3b9-59cc-4c88-811e-26adb8c7ff6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:48.627 [XNIO-1 task-2]  zIz1PlC2QmmIOh0gzJnyAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.627 [XNIO-1 task-2]  zIz1PlC2QmmIOh0gzJnyAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.627 [XNIO-1 task-2]  zIz1PlC2QmmIOh0gzJnyAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.628 [XNIO-1 task-2]  zIz1PlC2QmmIOh0gzJnyAQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"68e0d72e","serviceName":"67942675-0f13-4c3a-bfdd-da250c5a","serviceDesc":"77192d96-d839-4511-9cdf-53aba2e419da","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"68e0d72e","serviceName":"67942675-0f13-4c3a-bfdd-da250c5a","serviceDesc":"77192d96-d839-4511-9cdf-53aba2e419da","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:48.628 [XNIO-1 task-2]  zIz1PlC2QmmIOh0gzJnyAQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"68e0d72e","serviceName":"67942675-0f13-4c3a-bfdd-da250c5a","serviceDesc":"77192d96-d839-4511-9cdf-53aba2e419da","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:48.628 [XNIO-1 task-2]  zIz1PlC2QmmIOh0gzJnyAQ DEBUG com.networknt.schema.TypeValidator debug - validate( "77192d96-d839-4511-9cdf-53aba2e419da", {"serviceType":"swagger","serviceId":"68e0d72e","serviceName":"67942675-0f13-4c3a-bfdd-da250c5a","serviceDesc":"77192d96-d839-4511-9cdf-53aba2e419da","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
08:11:48.628 [XNIO-1 task-2]  zIz1PlC2QmmIOh0gzJnyAQ DEBUG com.networknt.schema.TypeValidator debug - validate( "68e0d72e", {"serviceType":"swagger","serviceId":"68e0d72e","serviceName":"67942675-0f13-4c3a-bfdd-da250c5a","serviceDesc":"77192d96-d839-4511-9cdf-53aba2e419da","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
08:11:48.628 [XNIO-1 task-2]  zIz1PlC2QmmIOh0gzJnyAQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"68e0d72e","serviceName":"67942675-0f13-4c3a-bfdd-da250c5a","serviceDesc":"77192d96-d839-4511-9cdf-53aba2e419da","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
08:11:48.628 [XNIO-1 task-2]  zIz1PlC2QmmIOh0gzJnyAQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"68e0d72e","serviceName":"67942675-0f13-4c3a-bfdd-da250c5a","serviceDesc":"77192d96-d839-4511-9cdf-53aba2e419da","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"68e0d72e","serviceName":"67942675-0f13-4c3a-bfdd-da250c5a","serviceDesc":"77192d96-d839-4511-9cdf-53aba2e419da","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:48.635 [XNIO-1 task-2]  mrfHrtwfSImyp1Ff7A9Bqg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.635 [XNIO-1 task-2]  mrfHrtwfSImyp1Ff7A9Bqg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.636 [XNIO-1 task-2]  mrfHrtwfSImyp1Ff7A9Bqg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.643 [XNIO-1 task-2]  FzY6lpMfSl6oT3u6tVuEgg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.643 [XNIO-1 task-2]  FzY6lpMfSl6oT3u6tVuEgg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.643 [XNIO-1 task-2]  FzY6lpMfSl6oT3u6tVuEgg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.649 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:8cb1e719-191a-41b1-817e-781a370babbe
08:11:48.653 [XNIO-1 task-2]  UvI23ANXTxuO9W1ioRr7Gw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/d7efaf56
08:11:48.653 [XNIO-1 task-2]  UvI23ANXTxuO9W1ioRr7Gw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:48.653 [XNIO-1 task-2]  UvI23ANXTxuO9W1ioRr7Gw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
08:11:48.653 [XNIO-1 task-2]  UvI23ANXTxuO9W1ioRr7Gw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/d7efaf56
08:11:48.660 [XNIO-1 task-2]  Vk8E8B_PR0yv6DwUVASVTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:48.660 [XNIO-1 task-2]  Vk8E8B_PR0yv6DwUVASVTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:48.660 [XNIO-1 task-2]  Vk8E8B_PR0yv6DwUVASVTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:48.668 [XNIO-1 task-2]  SF42O-8mQdmWumDrwUrENA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:48.668 [XNIO-1 task-2]  SF42O-8mQdmWumDrwUrENA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:48.669 [XNIO-1 task-2]  SF42O-8mQdmWumDrwUrENA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:48.669 [XNIO-1 task-2]  SF42O-8mQdmWumDrwUrENA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:48.676 [XNIO-1 task-2]  nsO3MWY5R6uWDrwwwRGaWw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:48.676 [XNIO-1 task-2]  nsO3MWY5R6uWDrwwwRGaWw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:48.676 [XNIO-1 task-2]  nsO3MWY5R6uWDrwwwRGaWw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:48.676 [XNIO-1 task-2]  nsO3MWY5R6uWDrwwwRGaWw DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"1edae829","serviceName":"de4ad236-0c56-4040-bb47-70ff2a54","serviceDesc":"b199340c-6d44-41b9-8683-07ec0d51454d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1edae829","serviceName":"de4ad236-0c56-4040-bb47-70ff2a54","serviceDesc":"b199340c-6d44-41b9-8683-07ec0d51454d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:48.676 [XNIO-1 task-2]  nsO3MWY5R6uWDrwwwRGaWw DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"1edae829","serviceName":"de4ad236-0c56-4040-bb47-70ff2a54","serviceDesc":"b199340c-6d44-41b9-8683-07ec0d51454d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1edae829","serviceName":"de4ad236-0c56-4040-bb47-70ff2a54","serviceDesc":"b199340c-6d44-41b9-8683-07ec0d51454d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:48.676 [XNIO-1 task-2]  nsO3MWY5R6uWDrwwwRGaWw DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"1edae829","serviceName":"de4ad236-0c56-4040-bb47-70ff2a54","serviceDesc":"b199340c-6d44-41b9-8683-07ec0d51454d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:48.676 [XNIO-1 task-2]  nsO3MWY5R6uWDrwwwRGaWw DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"1edae829","serviceName":"de4ad236-0c56-4040-bb47-70ff2a54","serviceDesc":"b199340c-6d44-41b9-8683-07ec0d51454d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
08:11:48.676 [XNIO-1 task-2]  nsO3MWY5R6uWDrwwwRGaWw DEBUG com.networknt.schema.TypeValidator debug - validate( "de4ad236-0c56-4040-bb47-70ff2a54", {"serviceType":"swagger","serviceId":"1edae829","serviceName":"de4ad236-0c56-4040-bb47-70ff2a54","serviceDesc":"b199340c-6d44-41b9-8683-07ec0d51454d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
08:11:48.677 [XNIO-1 task-2]  nsO3MWY5R6uWDrwwwRGaWw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"1edae829","serviceName":"de4ad236-0c56-4040-bb47-70ff2a54","serviceDesc":"b199340c-6d44-41b9-8683-07ec0d51454d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"1edae829","serviceName":"de4ad236-0c56-4040-bb47-70ff2a54","serviceDesc":"b199340c-6d44-41b9-8683-07ec0d51454d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:48.685 [XNIO-1 task-2]  tlPrvbXnQD-ILqxyWhAWOA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:48.685 [XNIO-1 task-2]  tlPrvbXnQD-ILqxyWhAWOA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
