16:29:38.846 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:ff38b92a-ff20-4a28-98f1-e21d718f1a77
16:29:43.898 [XNIO-1 task-2]  q3gOaB0gS6aF8CqCn_Qweg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:43.898 [XNIO-1 task-2]  q3gOaB0gS6aF8CqCn_Qweg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:43.898 [XNIO-1 task-2]  q3gOaB0gS6aF8CqCn_Qweg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/a89ce770
16:29:43.911 [XNIO-1 task-2]  O35xftxET4ec4bBrzMd_0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/a25ef366, base path is set to: null
16:29:43.912 [XNIO-1 task-2]  O35xftxET4ec4bBrzMd_0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:43.912 [XNIO-1 task-2]  O35xftxET4ec4bBrzMd_0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:29:43.912 [XNIO-1 task-2]  O35xftxET4ec4bBrzMd_0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/a25ef366, base path is set to: null
16:29:43.913 [XNIO-1 task-2]  O35xftxET4ec4bBrzMd_0w DEBUG com.networknt.schema.TypeValidator debug - validate( "a25ef366", "a25ef366", serviceId)
16:29:43.922 [XNIO-1 task-2]  JKDpuE_gSt6pNqIZkvo3Mw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:43.922 [XNIO-1 task-2]  JKDpuE_gSt6pNqIZkvo3Mw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:43.923 [XNIO-1 task-2]  JKDpuE_gSt6pNqIZkvo3Mw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:43.946 [XNIO-1 task-2]  y8NZQ2IWTVy-a508Lsn37A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:43.946 [XNIO-1 task-2]  y8NZQ2IWTVy-a508Lsn37A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:43.946 [XNIO-1 task-2]  y8NZQ2IWTVy-a508Lsn37A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:43.946 [XNIO-1 task-2]  y8NZQ2IWTVy-a508Lsn37A DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:43.970 [XNIO-1 task-2]  R5JKEqWlTUSvBZqwQyKcig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/303b0915
16:29:43.970 [XNIO-1 task-2]  R5JKEqWlTUSvBZqwQyKcig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:43.970 [XNIO-1 task-2]  R5JKEqWlTUSvBZqwQyKcig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:43.970 [XNIO-1 task-2]  R5JKEqWlTUSvBZqwQyKcig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/303b0915
16:29:43.971 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:303b0915
16:29:43.984 [XNIO-1 task-2]  bQp3VN6eSg-dv95UG7uWWg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/a25ef366, base path is set to: null
16:29:43.985 [XNIO-1 task-2]  bQp3VN6eSg-dv95UG7uWWg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:43.985 [XNIO-1 task-2]  bQp3VN6eSg-dv95UG7uWWg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:29:43.985 [XNIO-1 task-2]  bQp3VN6eSg-dv95UG7uWWg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/a25ef366, base path is set to: null
16:29:43.985 [XNIO-1 task-2]  bQp3VN6eSg-dv95UG7uWWg DEBUG com.networknt.schema.TypeValidator debug - validate( "a25ef366", "a25ef366", serviceId)
16:29:43.994 [XNIO-1 task-2]  nZdCcSSVSee0lOlB0e2cXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:43.994 [XNIO-1 task-2]  nZdCcSSVSee0lOlB0e2cXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:43.995 [XNIO-1 task-2]  nZdCcSSVSee0lOlB0e2cXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:43.995 [XNIO-1 task-2]  nZdCcSSVSee0lOlB0e2cXA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:43.995 [XNIO-1 task-2]  nZdCcSSVSee0lOlB0e2cXA DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:43.996 [XNIO-1 task-2]  nZdCcSSVSee0lOlB0e2cXA DEBUG com.networknt.schema.TypeValidator debug - validate( "5507fd5f-f742-4d61-b0a4-917d25977cb6", {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:29:43.996 [XNIO-1 task-2]  nZdCcSSVSee0lOlB0e2cXA DEBUG com.networknt.schema.TypeValidator debug - validate( "5ac27334", {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:29:43.996 [XNIO-1 task-2]  nZdCcSSVSee0lOlB0e2cXA DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:29:43.996 [XNIO-1 task-2]  nZdCcSSVSee0lOlB0e2cXA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"5ac27334","serviceName":"265daacf-b5eb-4aac-b662-c753fe19","serviceDesc":"5507fd5f-f742-4d61-b0a4-917d25977cb6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:44.013 [XNIO-1 task-2]  Wqs7dnPnQ72EMWHOcyHN_g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.013 [XNIO-1 task-2]  Wqs7dnPnQ72EMWHOcyHN_g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.014 [XNIO-1 task-2]  Wqs7dnPnQ72EMWHOcyHN_g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.014 [XNIO-1 task-2]  Wqs7dnPnQ72EMWHOcyHN_g DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"c92117ab","serviceName":"503fed2b-fc43-4efc-a966-9cce2b9e","serviceDesc":"c4836ea2-9155-4dfc-bc95-911bbd664842","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"c92117ab","serviceName":"503fed2b-fc43-4efc-a966-9cce2b9e","serviceDesc":"c4836ea2-9155-4dfc-bc95-911bbd664842","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:44.014 [XNIO-1 task-2]  Wqs7dnPnQ72EMWHOcyHN_g DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"c92117ab","serviceName":"503fed2b-fc43-4efc-a966-9cce2b9e","serviceDesc":"c4836ea2-9155-4dfc-bc95-911bbd664842","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:44.015 [XNIO-1 task-2]  Wqs7dnPnQ72EMWHOcyHN_g DEBUG com.networknt.schema.TypeValidator debug - validate( "c4836ea2-9155-4dfc-bc95-911bbd664842", {"serviceType":"swagger","serviceId":"c92117ab","serviceName":"503fed2b-fc43-4efc-a966-9cce2b9e","serviceDesc":"c4836ea2-9155-4dfc-bc95-911bbd664842","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:29:44.015 [XNIO-1 task-2]  Wqs7dnPnQ72EMWHOcyHN_g DEBUG com.networknt.schema.TypeValidator debug - validate( "c92117ab", {"serviceType":"swagger","serviceId":"c92117ab","serviceName":"503fed2b-fc43-4efc-a966-9cce2b9e","serviceDesc":"c4836ea2-9155-4dfc-bc95-911bbd664842","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:29:44.015 [XNIO-1 task-2]  Wqs7dnPnQ72EMWHOcyHN_g DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"c92117ab","serviceName":"503fed2b-fc43-4efc-a966-9cce2b9e","serviceDesc":"c4836ea2-9155-4dfc-bc95-911bbd664842","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:29:44.015 [XNIO-1 task-2]  Wqs7dnPnQ72EMWHOcyHN_g DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"c92117ab","serviceName":"503fed2b-fc43-4efc-a966-9cce2b9e","serviceDesc":"c4836ea2-9155-4dfc-bc95-911bbd664842","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"c92117ab","serviceName":"503fed2b-fc43-4efc-a966-9cce2b9e","serviceDesc":"c4836ea2-9155-4dfc-bc95-911bbd664842","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:44.017 [hz._hzInstance_1_dev.partition-operation.thread-13]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:c92117ab
16:29:44.017 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:9686b271-7c3d-4ec0-a070-bed6e07d5562
16:29:44.029 [XNIO-1 task-2]  WDWYDr5MRcydyO-0BYyDJA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.030 [XNIO-1 task-2]  WDWYDr5MRcydyO-0BYyDJA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.030 [XNIO-1 task-2]  WDWYDr5MRcydyO-0BYyDJA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.030 [XNIO-1 task-2]  WDWYDr5MRcydyO-0BYyDJA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:44.052 [XNIO-1 task-2]  ZQNbH_MSS8G3JWHAnoWU2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/a25ef366
16:29:44.053 [XNIO-1 task-2]  ZQNbH_MSS8G3JWHAnoWU2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.053 [XNIO-1 task-2]  ZQNbH_MSS8G3JWHAnoWU2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:44.053 [XNIO-1 task-2]  ZQNbH_MSS8G3JWHAnoWU2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/a25ef366
Jun 28, 2024 4:29:44 PM com.hazelcast.map.impl.operation.DeleteOperation
16:29:44.080 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:a369f5de-5fd2-467b-b58e-ed4ecd7fc4fb
16:29:44.081 [XNIO-1 task-2]  jnezAvcvRIO0wXuhAwmWIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:36)
16:29:44.081 [XNIO-1 task-2]  jnezAvcvRIO0wXuhAwmWIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:44.081 [XNIO-1 task-2]  jnezAvcvRIO0wXuhAwmWIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:44.084 [XNIO-1 task-2]  jnezAvcvRIO0wXuhAwmWIQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:44.087 [hz._hzInstance_1_dev.partition-operation.thread-14]   ERROR c.n.oauth.cache.ClientMapStore delete - Exception:
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:117)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:122)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1094)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:56)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:28)
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.removeRecord(DefaultRecordStore.java:1034)
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.delete(DefaultRecordStore.java:455)
	at com.hazelcast.map.impl.operation.DeleteOperation.run(DeleteOperation.java:44)
	at com.hazelcast.spi.Operation.call(Operation.java:170)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:19)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:199)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:56)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:153)
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.removeRecord(DefaultRecordStore.java:1034)
	at com.hazelcast.map.impl.operation.DeleteOperation.run(DeleteOperation.java:44)
	at com.hazelcast.spi.Operation.call(Operation.java:170)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.call(OperationRunnerImpl.java:210)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:199)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:416)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:153)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:123)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.run(OperationThread.java:110)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1042)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdate(ClientPreparedStatement.java:1027)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.executeUpdate(HikariProxyPreparedStatement.java)
	... 14 more

16:29:44.173 [XNIO-1 task-2]  Bvd5u3cCRpqlzfAQezn0Ag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.173 [XNIO-1 task-2]  Bvd5u3cCRpqlzfAQezn0Ag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.174 [XNIO-1 task-2]  Bvd5u3cCRpqlzfAQezn0Ag DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.175 [XNIO-1 task-2]  Bvd5u3cCRpqlzfAQezn0Ag DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:44.175 [XNIO-1 task-2]  Bvd5u3cCRpqlzfAQezn0Ag DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:44.175 [XNIO-1 task-2]  Bvd5u3cCRpqlzfAQezn0Ag DEBUG com.networknt.schema.TypeValidator debug - validate( "1f73a870-ea74-417d-92b9-dce01a306d00", {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:29:44.175 [XNIO-1 task-2]  Bvd5u3cCRpqlzfAQezn0Ag DEBUG com.networknt.schema.TypeValidator debug - validate( "8b021d03", {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:29:44.175 [XNIO-1 task-2]  Bvd5u3cCRpqlzfAQezn0Ag DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:29:44.175 [XNIO-1 task-2]  Bvd5u3cCRpqlzfAQezn0Ag DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:44.187 [XNIO-1 task-2]  ChPcUTDpRcG0cdUUKiNlVA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.187 [XNIO-1 task-2]  ChPcUTDpRcG0cdUUKiNlVA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.188 [XNIO-1 task-2]  ChPcUTDpRcG0cdUUKiNlVA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.188 [XNIO-1 task-2]  ChPcUTDpRcG0cdUUKiNlVA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:44.188 [XNIO-1 task-2]  ChPcUTDpRcG0cdUUKiNlVA DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:44.189 [XNIO-1 task-2]  ChPcUTDpRcG0cdUUKiNlVA DEBUG com.networknt.schema.TypeValidator debug - validate( "1c315c59-1d55-4172-982b-7331b39986aa", {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:29:44.189 [XNIO-1 task-2]  ChPcUTDpRcG0cdUUKiNlVA DEBUG com.networknt.schema.TypeValidator debug - validate( "708fcf8d", {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:29:44.189 [XNIO-1 task-2]  ChPcUTDpRcG0cdUUKiNlVA DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:29:44.189 [XNIO-1 task-2]  ChPcUTDpRcG0cdUUKiNlVA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"708fcf8d","serviceName":"5a9ca6ec-2713-40a1-ab98-60ac3d38","serviceDesc":"1c315c59-1d55-4172-982b-7331b39986aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:44.202 [XNIO-1 task-2]  WBG_5XslQZaTS99gTuvy7A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.202 [XNIO-1 task-2]  WBG_5XslQZaTS99gTuvy7A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.202 [XNIO-1 task-2]  WBG_5XslQZaTS99gTuvy7A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.203 [XNIO-1 task-2]  WBG_5XslQZaTS99gTuvy7A DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:44.235 [XNIO-1 task-2]  vWnVe8zPQG-sn_6p0FCT6w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/65d8bb21
16:29:44.235 [XNIO-1 task-2]  vWnVe8zPQG-sn_6p0FCT6w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:44.235 [XNIO-1 task-2]  vWnVe8zPQG-sn_6p0FCT6w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:44.235 [XNIO-1 task-2]  vWnVe8zPQG-sn_6p0FCT6w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/65d8bb21
16:29:44.237 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:65d8bb21
