16:29:40.148 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:66c2c2bd
16:29:44.546 [XNIO-1 task-1]  6YPVhaYZT8ChDPy6Yk3whA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.546 [XNIO-1 task-4]  vR-7NhR_RImVQwY1edTaNA ERROR c.n.o.t.h.Oauth2TokenPostHandler handleRequest - ApiException
	at com.networknt.oauth.token.handler.Oauth2TokenPostHandler.handleAuthorizationCode(Oauth2TokenPostHandler.java:231)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.openapi.ValidatorHandler.handleRequest(ValidatorHandler.java:116)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.audit.AuditHandler.handleRequest(AuditHandler.java:181)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.openapi.OpenApiHandler.handleRequest(OpenApiHandler.java:131)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.traceability.TraceabilityHandler.handleRequest(TraceabilityHandler.java:68)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at io.undertow.server.Connectors.executeRootHandler(Connectors.java:387)
	at org.jboss.threads.ContextClassLoaderSavingRunnable.run(ContextClassLoaderSavingRunnable.java:35)
	at org.jboss.threads.EnhancedQueueExecutor$ThreadBody.doRunTask(EnhancedQueueExecutor.java:1558)
	at java.base/java.lang.Thread.run(Unknown Source)
16:29:44.547 [XNIO-1 task-1]  6YPVhaYZT8ChDPy6Yk3whA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NTUyNWYwZjYtNWM2NS00ZmE1LWE4OGYtOGZjZTg1ZmNkMjZlOjFkNEtVUS1KVGwtdFdBeVRpa2VGcFE=", "Basic NTUyNWYwZjYtNWM2NS00ZmE1LWE4OGYtOGZjZTg1ZmNkMjZlOjFkNEtVUS1KVGwtdFdBeVRpa2VGcFE=", authorization)
16:29:44.547 [XNIO-1 task-1]  6YPVhaYZT8ChDPy6Yk3whA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:44.556 [XNIO-1 task-1]  6YPVhaYZT8ChDPy6Yk3whA INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:44.563 [XNIO-1 task-2]  CJaVaDRESlCPyBn8xyoAqw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:44.566 [XNIO-1 task-1]  TexXsjTMSnuj38gLrT_xeA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.566 [XNIO-1 task-1]  TexXsjTMSnuj38gLrT_xeA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:44.567 [XNIO-1 task-1]  TexXsjTMSnuj38gLrT_xeA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.567 [XNIO-1 task-1]  TexXsjTMSnuj38gLrT_xeA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic ZGVlZWE4NDItN2I1ZC00MWY0LWFmNzItNjk2NGViM2E2ZDg0OkFhUHlmaGY0VF9TME42WXRiNHlHdlE=", "Basic ZGVlZWE4NDItN2I1ZC00MWY0LWFmNzItNjk2NGViM2E2ZDg0OkFhUHlmaGY0VF9TME42WXRiNHlHdlE=", authorization)
16:29:44.574 [XNIO-1 task-1]  TexXsjTMSnuj38gLrT_xeA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:44.587 [XNIO-1 task-2]  jRvnAvdfSTG9SW0vRhNjZA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.591 [XNIO-1 task-1]  VT2atxkkS5yZfVRRNgPvFQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.591 [XNIO-1 task-1]  VT2atxkkS5yZfVRRNgPvFQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.591 [XNIO-1 task-1]  VT2atxkkS5yZfVRRNgPvFQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:44.592 [XNIO-1 task-2]  jRvnAvdfSTG9SW0vRhNjZA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.592 [XNIO-1 task-2]  jRvnAvdfSTG9SW0vRhNjZA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.592 [XNIO-1 task-2]  jRvnAvdfSTG9SW0vRhNjZA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NDM4NWViYTktZDlkYy00ZmY3LTlkMDItNzQ0ZjRlZGQwNjYxOjRONEwwWEhFVEZtdlhnOVhJdHJ3QWc=", "Basic NDM4NWViYTktZDlkYy00ZmY3LTlkMDItNzQ0ZjRlZGQwNjYxOjRONEwwWEhFVEZtdlhnOVhJdHJ3QWc=", authorization)
16:29:44.592 [XNIO-1 task-2]  jRvnAvdfSTG9SW0vRhNjZA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:44.593 [XNIO-1 task-4]  hrs58HDgSDqGVJ00KQqZDw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.593 [XNIO-1 task-4]  hrs58HDgSDqGVJ00KQqZDw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:44.593 [XNIO-1 task-4]  hrs58HDgSDqGVJ00KQqZDw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.594 [XNIO-1 task-4]  hrs58HDgSDqGVJ00KQqZDw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic MzcwZWI4M2QtYzRmZi00YWNhLWE4NTQtZTkwZDZhYjY1ZGIyOnVhZ2VKV0hVU1FTMEZOdzEyWHZ4MEE=", "Basic MzcwZWI4M2QtYzRmZi00YWNhLWE4NTQtZTkwZDZhYjY1ZGIyOnVhZ2VKV0hVU1FTMEZOdzEyWHZ4MEE=", authorization)
16:29:44.598 [XNIO-1 task-2]  jRvnAvdfSTG9SW0vRhNjZA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:44.601 [XNIO-1 task-4]  hrs58HDgSDqGVJ00KQqZDw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
16:29:44.601 [XNIO-1 task-4]  hrs58HDgSDqGVJ00KQqZDw INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:44.603 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:7652134e-1888-4111-9efc-ad17c779a7f3
16:29:44.603 [XNIO-1 task-1]  VT2atxkkS5yZfVRRNgPvFQ INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:44.603 [XNIO-1 task-2]  wAA69HwDRKuiWzUqtwuOnA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.604 [XNIO-1 task-2]  wAA69HwDRKuiWzUqtwuOnA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.605 [XNIO-1 task-2]  wAA69HwDRKuiWzUqtwuOnA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.605 [XNIO-1 task-2]  wAA69HwDRKuiWzUqtwuOnA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:44.610 [XNIO-1 task-2]  wAA69HwDRKuiWzUqtwuOnA INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:44.622 [XNIO-1 task-1]  0p2GwX8sTXuyzjvTLTXNdw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.622 [XNIO-1 task-1]  0p2GwX8sTXuyzjvTLTXNdw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.622 [XNIO-1 task-1]  0p2GwX8sTXuyzjvTLTXNdw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.622 [XNIO-1 task-1]  0p2GwX8sTXuyzjvTLTXNdw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:44.628 [XNIO-1 task-1]  0p2GwX8sTXuyzjvTLTXNdw INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:44.636 [XNIO-1 task-1]  zbVaL12MSYaUT52dIQjHQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.636 [XNIO-1 task-1]  zbVaL12MSYaUT52dIQjHQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.636 [XNIO-1 task-1]  zbVaL12MSYaUT52dIQjHQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.637 [XNIO-1 task-1]  zbVaL12MSYaUT52dIQjHQw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:44.643 [XNIO-1 task-1]  zbVaL12MSYaUT52dIQjHQw INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:44.650 [XNIO-1 task-1]  r96NMOnRQT6B3lPxovOBkg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.650 [XNIO-1 task-1]  r96NMOnRQT6B3lPxovOBkg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.651 [XNIO-1 task-1]  r96NMOnRQT6B3lPxovOBkg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.651 [XNIO-1 task-1]  r96NMOnRQT6B3lPxovOBkg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:44.657 [XNIO-1 task-2]  PsS9vJPKSUCJUVyHFa6oKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.658 [XNIO-1 task-2]  PsS9vJPKSUCJUVyHFa6oKw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.658 [XNIO-1 task-2]  PsS9vJPKSUCJUVyHFa6oKw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.658 [XNIO-1 task-2]  PsS9vJPKSUCJUVyHFa6oKw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.658 [XNIO-1 task-2]  PsS9vJPKSUCJUVyHFa6oKw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = COgZ2oluS4qruBFAgphQdw redirectUri = http://localhost:8080/authorization
16:29:44.662 [XNIO-1 task-1]  wiPic5RkQZitIBKHpVbQsw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.662 [XNIO-1 task-1]  wiPic5RkQZitIBKHpVbQsw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.663 [XNIO-1 task-1]  wiPic5RkQZitIBKHpVbQsw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.663 [XNIO-1 task-1]  wiPic5RkQZitIBKHpVbQsw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:44.668 [XNIO-1 task-2]  PsS9vJPKSUCJUVyHFa6oKw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:44.675 [XNIO-1 task-1]  wiPic5RkQZitIBKHpVbQsw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:44.684 [XNIO-1 task-2]  U1EraFtVT22p1UwyaS7Mhw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.684 [XNIO-1 task-2]  U1EraFtVT22p1UwyaS7Mhw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:44.684 [XNIO-1 task-2]  U1EraFtVT22p1UwyaS7Mhw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.685 [XNIO-1 task-2]  U1EraFtVT22p1UwyaS7Mhw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YzMzNzhkZGEtMjI0Yi00MmM4LWJhYmMtNTQyNWRiNTUxOWMxOlpTc1hWVm5tUmxtUktMcERvcG83elE=", "Basic YzMzNzhkZGEtMjI0Yi00MmM4LWJhYmMtNTQyNWRiNTUxOWMxOlpTc1hWVm5tUmxtUktMcERvcG83elE=", authorization)
16:29:44.687 [XNIO-1 task-1]  -2-w0mc7SuCapuBsqAY3NQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.687 [XNIO-1 task-1]  -2-w0mc7SuCapuBsqAY3NQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:44.687 [XNIO-1 task-1]  -2-w0mc7SuCapuBsqAY3NQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.687 [XNIO-1 task-1]  -2-w0mc7SuCapuBsqAY3NQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic M2FmYjE1YTktNmUwNC00NDYyLThlMzktMjJkNjM2MGI4MzRjOjVCZWJ3RFZZU1Fhc0dRWDBMTlI5cEE=", "Basic M2FmYjE1YTktNmUwNC00NDYyLThlMzktMjJkNjM2MGI4MzRjOjVCZWJ3RFZZU1Fhc0dRWDBMTlI5cEE=", authorization)
16:29:44.695 [XNIO-1 task-2]  U1EraFtVT22p1UwyaS7Mhw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:44.706 [XNIO-1 task-2]  66QF-Ye_QEK6hkXVTI6fyg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.709 [XNIO-1 task-2]  66QF-Ye_QEK6hkXVTI6fyg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.709 [XNIO-1 task-2]  66QF-Ye_QEK6hkXVTI6fyg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.709 [XNIO-1 task-1]  -2-w0mc7SuCapuBsqAY3NQ INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:44.709 [XNIO-1 task-2]  66QF-Ye_QEK6hkXVTI6fyg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.710 [XNIO-1 task-2]  66QF-Ye_QEK6hkXVTI6fyg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:44.715 [XNIO-1 task-2]  66QF-Ye_QEK6hkXVTI6fyg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:44.718 [XNIO-1 task-4]  049bVgRfQUuLpZLiJi7WkA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.718 [XNIO-1 task-4]  049bVgRfQUuLpZLiJi7WkA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.719 [XNIO-1 task-4]  049bVgRfQUuLpZLiJi7WkA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.720 [XNIO-1 task-4]  049bVgRfQUuLpZLiJi7WkA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = Cww5o9qhTFexsI-E4jzibA redirectUri = http://localhost:8080/authorization
16:29:44.724 [XNIO-1 task-1]  DvEN6tPEQZKCtJyMCp9XQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.724 [XNIO-1 task-1]  DvEN6tPEQZKCtJyMCp9XQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.725 [XNIO-1 task-1]  DvEN6tPEQZKCtJyMCp9XQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.725 [XNIO-1 task-1]  DvEN6tPEQZKCtJyMCp9XQg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:44.732 [XNIO-1 task-1]  DvEN6tPEQZKCtJyMCp9XQg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:44.733 [XNIO-1 task-4]  049bVgRfQUuLpZLiJi7WkA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:44.740 [XNIO-1 task-1]  5-Zi2MvBQ7CuSX7xRHKyAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.740 [XNIO-1 task-1]  5-Zi2MvBQ7CuSX7xRHKyAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:44.740 [XNIO-1 task-1]  5-Zi2MvBQ7CuSX7xRHKyAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.741 [XNIO-1 task-1]  5-Zi2MvBQ7CuSX7xRHKyAQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic MjFiOGI3ZWEtNjBlYy00YWYwLWFmMTMtNTdjMmNhOWFjYjUzOkliMXdfQzdqU25PNWZYOGo2eHh6ZGc=", "Basic MjFiOGI3ZWEtNjBlYy00YWYwLWFmMTMtNTdjMmNhOWFjYjUzOkliMXdfQzdqU25PNWZYOGo2eHh6ZGc=", authorization)
16:29:44.746 [XNIO-1 task-1]  5-Zi2MvBQ7CuSX7xRHKyAQ DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:44.754 [XNIO-1 task-1]  FoHSogujReG9W93b3e-Vrw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.754 [XNIO-1 task-1]  FoHSogujReG9W93b3e-Vrw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:44.754 [XNIO-1 task-1]  FoHSogujReG9W93b3e-Vrw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.755 [XNIO-1 task-1]  FoHSogujReG9W93b3e-Vrw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic MjFiOGI3ZWEtNjBlYy00YWYwLWFmMTMtNTdjMmNhOWFjYjUzOkliMXdfQzdqU25PNWZYOGo2eHh6ZGc=", "Basic MjFiOGI3ZWEtNjBlYy00YWYwLWFmMTMtNTdjMmNhOWFjYjUzOkliMXdfQzdqU25PNWZYOGo2eHh6ZGc=", authorization)
16:29:44.761 [XNIO-1 task-1]  FoHSogujReG9W93b3e-Vrw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:44.768 [XNIO-1 task-1]  5GHZVzcMQ2SKIASXq7FwzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.769 [XNIO-1 task-1]  5GHZVzcMQ2SKIASXq7FwzA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.769 [XNIO-1 task-4]  hTXlc9JARc2eP9_SVFREaA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:44.769 [XNIO-1 task-4]  hTXlc9JARc2eP9_SVFREaA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.769 [XNIO-1 task-1]  5GHZVzcMQ2SKIASXq7FwzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.769 [XNIO-1 task-4]  hTXlc9JARc2eP9_SVFREaA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.770 [XNIO-1 task-1]  5GHZVzcMQ2SKIASXq7FwzA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic MjFiOGI3ZWEtNjBlYy00YWYwLWFmMTMtNTdjMmNhOWFjYjUzOkliMXdfQzdqU25PNWZYOGo2eHh6ZGc=", "Basic MjFiOGI3ZWEtNjBlYy00YWYwLWFmMTMtNTdjMmNhOWFjYjUzOkliMXdfQzdqU25PNWZYOGo2eHh6ZGc=", authorization)
16:29:44.770 [XNIO-1 task-4]  hTXlc9JARc2eP9_SVFREaA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic M2FmYjE1YTktNmUwNC00NDYyLThlMzktMjJkNjM2MGI4MzRjOjVCZWJ3RFZZU1Fhc0dRWDBMTlI5cEE=", "Basic M2FmYjE1YTktNmUwNC00NDYyLThlMzktMjJkNjM2MGI4MzRjOjVCZWJ3RFZZU1Fhc0dRWDBMTlI5cEE=", authorization)
16:29:44.777 [XNIO-1 task-1]  5GHZVzcMQ2SKIASXq7FwzA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:44.781 [XNIO-1 task-4]  hTXlc9JARc2eP9_SVFREaA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
16:29:44.782 [XNIO-1 task-4]  hTXlc9JARc2eP9_SVFREaA INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:44.788 [XNIO-1 task-1]  w2nVjn1ASU6VtK0fzxpRRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.788 [XNIO-1 task-1]  w2nVjn1ASU6VtK0fzxpRRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.788 [XNIO-1 task-1]  w2nVjn1ASU6VtK0fzxpRRg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.789 [XNIO-1 task-1]  w2nVjn1ASU6VtK0fzxpRRg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:44.794 [XNIO-1 task-1]  w2nVjn1ASU6VtK0fzxpRRg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:44.797 [XNIO-1 task-1]  sUCG_QFYQuCAnzvjMUQpAg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.797 [XNIO-1 task-1]  sUCG_QFYQuCAnzvjMUQpAg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.797 [XNIO-1 task-1]  sUCG_QFYQuCAnzvjMUQpAg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.798 [XNIO-1 task-1]  sUCG_QFYQuCAnzvjMUQpAg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleRefreshToken - refreshToken = fa479345-26b6-441b-b81f-d3ba21e14d1f scope = null
16:29:44.800 [XNIO-1 task-4]  TWdMEQTZRKyy_ShsNZjBJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.801 [XNIO-1 task-4]  TWdMEQTZRKyy_ShsNZjBJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.801 [XNIO-1 task-4]  TWdMEQTZRKyy_ShsNZjBJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.801 [XNIO-1 task-4]  TWdMEQTZRKyy_ShsNZjBJw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:44.813 [XNIO-1 task-4]  TWdMEQTZRKyy_ShsNZjBJw INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:44.818 [XNIO-1 task-1]  sUCG_QFYQuCAnzvjMUQpAg DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:44.818 [XNIO-1 task-4]  k71BOMEfTOKjm4-S09Y3yA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:44.818 [XNIO-1 task-4]  k71BOMEfTOKjm4-S09Y3yA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.819 [XNIO-1 task-4]  k71BOMEfTOKjm4-S09Y3yA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.819 [XNIO-1 task-4]  k71BOMEfTOKjm4-S09Y3yA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleRefreshToken - refreshToken = c0505771-06f5-4b6f-8e68-a5def85e196c scope = null
16:29:44.824 [XNIO-1 task-2]  Iz3h2pRPRiuX9tSqHbqNKA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:44.824 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:c0505771-06f5-4b6f-8e68-a5def85e196c
16:29:44.825 [XNIO-1 task-2]  Iz3h2pRPRiuX9tSqHbqNKA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:44.825 [XNIO-1 task-2]  Iz3h2pRPRiuX9tSqHbqNKA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OTE3ZmJjNzQtOGIzMi00OTVhLTk5YmItNmQ3NGVlNGU3ZjcwOi1yNnZBODZUUXN1b0lxU0pjZ1NBYXc=", "Basic OTE3ZmJjNzQtOGIzMi00OTVhLTk5YmItNmQ3NGVlNGU3ZjcwOi1yNnZBODZUUXN1b0lxU0pjZ1NBYXc=", authorization)
16:29:44.830 [XNIO-1 task-2]  Iz3h2pRPRiuX9tSqHbqNKA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:44.832 [XNIO-1 task-4]  k71BOMEfTOKjm4-S09Y3yA ERROR c.n.o.t.h.Oauth2TokenPostHandler handleRequest - ApiException
	at com.networknt.oauth.token.handler.Oauth2TokenPostHandler.handleRefreshToken(Oauth2TokenPostHandler.java:461)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.openapi.ValidatorHandler.handleRequest(ValidatorHandler.java:116)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.audit.AuditHandler.handleRequest(AuditHandler.java:181)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.openapi.OpenApiHandler.handleRequest(OpenApiHandler.java:131)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.traceability.TraceabilityHandler.handleRequest(TraceabilityHandler.java:68)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at io.undertow.server.Connectors.executeRootHandler(Connectors.java:387)
	at org.jboss.threads.ContextClassLoaderSavingRunnable.run(ContextClassLoaderSavingRunnable.java:35)
