07:00:39.862 [XNIO-1 task-1]  IVjgpRcpS0uPIqi1rvEOyQ DEBUG com.networknt.schema.TypeValidator debug - validate( "b2d764de", "b2d764de", serviceId)
07:00:44.747 [XNIO-1 task-2]  zOO7SGLvRWebXxb_GNo-9A DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:44.747 [XNIO-1 task-2]  zOO7SGLvRWebXxb_GNo-9A DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:44.747 [XNIO-1 task-2]  zOO7SGLvRWebXxb_GNo-9A DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
07:00:44.747 [XNIO-1 task-2]  zOO7SGLvRWebXxb_GNo-9A DEBUG com.networknt.schema.TypeValidator debug - validate( "b3b7948f-2365-4243-888c-85d88bda", {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
07:00:44.747 [XNIO-1 task-2]  zOO7SGLvRWebXxb_GNo-9A DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:44.755 [XNIO-1 task-2]  yV2f8ncVSMmhkiBfnsPuAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/c46c9553, base path is set to: null
07:00:44.755 [XNIO-1 task-2]  yV2f8ncVSMmhkiBfnsPuAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.755 [XNIO-1 task-2]  yV2f8ncVSMmhkiBfnsPuAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:44.756 [XNIO-1 task-2]  yV2f8ncVSMmhkiBfnsPuAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/c46c9553, base path is set to: null
07:00:44.756 [XNIO-1 task-2]  yV2f8ncVSMmhkiBfnsPuAw DEBUG com.networknt.schema.TypeValidator debug - validate( "c46c9553", "c46c9553", serviceId)
07:00:44.774 [XNIO-1 task-2]  i4CpOCk8SkKgqdH8uvTaAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.774 [XNIO-1 task-2]  i4CpOCk8SkKgqdH8uvTaAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.774 [XNIO-1 task-2]  i4CpOCk8SkKgqdH8uvTaAQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.774 [XNIO-1 task-2]  i4CpOCk8SkKgqdH8uvTaAQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
07:00:44.792 [XNIO-1 task-2]  IJLznu_ORkiFkDvyMW4F5Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.793 [XNIO-1 task-2]  IJLznu_ORkiFkDvyMW4F5Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.793 [XNIO-1 task-2]  IJLznu_ORkiFkDvyMW4F5Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.811 [XNIO-1 task-2]  dexPykLaQ62ptmJjYHoqvg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/58ce18cd
07:00:44.811 [XNIO-1 task-2]  dexPykLaQ62ptmJjYHoqvg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.811 [XNIO-1 task-2]  dexPykLaQ62ptmJjYHoqvg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:44.812 [XNIO-1 task-2]  dexPykLaQ62ptmJjYHoqvg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/58ce18cd
07:00:44.820 [XNIO-1 task-2]  A-tASJXfQ5qecw10VcVckg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.820 [XNIO-1 task-2]  A-tASJXfQ5qecw10VcVckg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.820 [XNIO-1 task-2]  A-tASJXfQ5qecw10VcVckg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.833 [XNIO-1 task-2]  n6VBZcGiTQGRedMLfjNwlQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.833 [XNIO-1 task-2]  n6VBZcGiTQGRedMLfjNwlQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.834 [XNIO-1 task-2]  n6VBZcGiTQGRedMLfjNwlQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.834 [XNIO-1 task-2]  n6VBZcGiTQGRedMLfjNwlQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"2f6e3188","serviceName":"cdd9e425-33c4-41f2-8bf8-a08a808e","serviceDesc":"0927cce9-516b-4a1d-9e30-2c71405b6e58","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"2f6e3188","serviceName":"cdd9e425-33c4-41f2-8bf8-a08a808e","serviceDesc":"0927cce9-516b-4a1d-9e30-2c71405b6e58","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:44.834 [XNIO-1 task-2]  n6VBZcGiTQGRedMLfjNwlQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"2f6e3188","serviceName":"cdd9e425-33c4-41f2-8bf8-a08a808e","serviceDesc":"0927cce9-516b-4a1d-9e30-2c71405b6e58","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"2f6e3188","serviceName":"cdd9e425-33c4-41f2-8bf8-a08a808e","serviceDesc":"0927cce9-516b-4a1d-9e30-2c71405b6e58","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:44.834 [XNIO-1 task-2]  n6VBZcGiTQGRedMLfjNwlQ DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"2f6e3188","serviceName":"cdd9e425-33c4-41f2-8bf8-a08a808e","serviceDesc":"0927cce9-516b-4a1d-9e30-2c71405b6e58","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:44.834 [XNIO-1 task-2]  n6VBZcGiTQGRedMLfjNwlQ DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"2f6e3188","serviceName":"cdd9e425-33c4-41f2-8bf8-a08a808e","serviceDesc":"0927cce9-516b-4a1d-9e30-2c71405b6e58","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
07:00:44.835 [XNIO-1 task-2]  n6VBZcGiTQGRedMLfjNwlQ DEBUG com.networknt.schema.TypeValidator debug - validate( "cdd9e425-33c4-41f2-8bf8-a08a808e", {"serviceType":"swagger","serviceId":"2f6e3188","serviceName":"cdd9e425-33c4-41f2-8bf8-a08a808e","serviceDesc":"0927cce9-516b-4a1d-9e30-2c71405b6e58","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
07:00:44.835 [XNIO-1 task-2]  n6VBZcGiTQGRedMLfjNwlQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"2f6e3188","serviceName":"cdd9e425-33c4-41f2-8bf8-a08a808e","serviceDesc":"0927cce9-516b-4a1d-9e30-2c71405b6e58","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"2f6e3188","serviceName":"cdd9e425-33c4-41f2-8bf8-a08a808e","serviceDesc":"0927cce9-516b-4a1d-9e30-2c71405b6e58","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:44.853 [XNIO-1 task-2]  DejqbkKoQF2VC3r1YpKAKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.853 [XNIO-1 task-2]  DejqbkKoQF2VC3r1YpKAKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.853 [XNIO-1 task-2]  DejqbkKoQF2VC3r1YpKAKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.869 [XNIO-1 task-2]  T_eZAPP6QfyxsozYepHrxg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.869 [XNIO-1 task-2]  T_eZAPP6QfyxsozYepHrxg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.870 [XNIO-1 task-2]  T_eZAPP6QfyxsozYepHrxg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.884 [XNIO-1 task-2]  qDocDotyTlec5nVAfcsIWw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.885 [XNIO-1 task-2]  qDocDotyTlec5nVAfcsIWw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.885 [XNIO-1 task-2]  qDocDotyTlec5nVAfcsIWw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.911 [XNIO-1 task-2]  l-75Jx-QQ7eu8A6PjTqiTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/5b8a104a, base path is set to: null
07:00:44.911 [XNIO-1 task-2]  l-75Jx-QQ7eu8A6PjTqiTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.911 [XNIO-1 task-2]  l-75Jx-QQ7eu8A6PjTqiTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:44.911 [XNIO-1 task-2]  l-75Jx-QQ7eu8A6PjTqiTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/5b8a104a, base path is set to: null
07:00:44.912 [XNIO-1 task-2]  l-75Jx-QQ7eu8A6PjTqiTA DEBUG com.networknt.schema.TypeValidator debug - validate( "5b8a104a", "5b8a104a", serviceId)
07:00:44.915 [XNIO-1 task-2]  snHnP38lQJqPycyw79FEGA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/5b8a104a
07:00:44.915 [XNIO-1 task-2]  snHnP38lQJqPycyw79FEGA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.915 [XNIO-1 task-2]  snHnP38lQJqPycyw79FEGA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:44.915 [XNIO-1 task-2]  snHnP38lQJqPycyw79FEGA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/5b8a104a
07:00:44.922 [XNIO-1 task-2]  -6YRwSHsRrCULurkt02lEA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.922 [XNIO-1 task-2]  -6YRwSHsRrCULurkt02lEA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.922 [XNIO-1 task-2]  -6YRwSHsRrCULurkt02lEA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.941 [XNIO-1 task-2]  5Bgbo1hhR7uGUYpu_9altw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/5b8a104a, base path is set to: null
07:00:44.941 [XNIO-1 task-2]  5Bgbo1hhR7uGUYpu_9altw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.941 [XNIO-1 task-2]  5Bgbo1hhR7uGUYpu_9altw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:44.941 [XNIO-1 task-2]  5Bgbo1hhR7uGUYpu_9altw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/5b8a104a, base path is set to: null
07:00:44.942 [XNIO-1 task-2]  5Bgbo1hhR7uGUYpu_9altw DEBUG com.networknt.schema.TypeValidator debug - validate( "5b8a104a", "5b8a104a", serviceId)
07:00:44.946 [XNIO-1 task-2]  sLXQgVLHQUm5Snh9lIVh8A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.946 [XNIO-1 task-2]  sLXQgVLHQUm5Snh9lIVh8A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.947 [XNIO-1 task-2]  sLXQgVLHQUm5Snh9lIVh8A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.947 [XNIO-1 task-2]  sLXQgVLHQUm5Snh9lIVh8A DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"5b8a104a","serviceName":"35f7fbda-241d-4be4-910f-12aa57b0","serviceDesc":"1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"5b8a104a","serviceName":"35f7fbda-241d-4be4-910f-12aa57b0","serviceDesc":"1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:44.947 [XNIO-1 task-2]  sLXQgVLHQUm5Snh9lIVh8A DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"5b8a104a","serviceName":"35f7fbda-241d-4be4-910f-12aa57b0","serviceDesc":"1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:44.947 [XNIO-1 task-2]  sLXQgVLHQUm5Snh9lIVh8A DEBUG com.networknt.schema.TypeValidator debug - validate( "1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd", {"serviceType":"swagger","serviceId":"5b8a104a","serviceName":"35f7fbda-241d-4be4-910f-12aa57b0","serviceDesc":"1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
07:00:44.947 [XNIO-1 task-2]  sLXQgVLHQUm5Snh9lIVh8A DEBUG com.networknt.schema.TypeValidator debug - validate( "5b8a104a", {"serviceType":"swagger","serviceId":"5b8a104a","serviceName":"35f7fbda-241d-4be4-910f-12aa57b0","serviceDesc":"1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
07:00:44.947 [XNIO-1 task-2]  sLXQgVLHQUm5Snh9lIVh8A DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"5b8a104a","serviceName":"35f7fbda-241d-4be4-910f-12aa57b0","serviceDesc":"1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:44.948 [XNIO-1 task-2]  sLXQgVLHQUm5Snh9lIVh8A DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"5b8a104a","serviceName":"35f7fbda-241d-4be4-910f-12aa57b0","serviceDesc":"1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"5b8a104a","serviceName":"35f7fbda-241d-4be4-910f-12aa57b0","serviceDesc":"1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:44.960 [XNIO-1 task-2]  Cf1dTXTQRd-j3YHKyaoFVw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.960 [XNIO-1 task-2]  Cf1dTXTQRd-j3YHKyaoFVw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.961 [XNIO-1 task-2]  Cf1dTXTQRd-j3YHKyaoFVw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.973 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:6c616bd0
07:00:44.981 [XNIO-1 task-2]  yTazWcr_T4WeKonnaRCjNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/5b8a104a, base path is set to: null
07:00:44.984 [XNIO-1 task-2]  yTazWcr_T4WeKonnaRCjNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.984 [XNIO-1 task-2]  yTazWcr_T4WeKonnaRCjNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:44.984 [XNIO-1 task-2]  yTazWcr_T4WeKonnaRCjNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/5b8a104a, base path is set to: null
07:00:44.985 [XNIO-1 task-2]  yTazWcr_T4WeKonnaRCjNQ DEBUG com.networknt.schema.TypeValidator debug - validate( "5b8a104a", "5b8a104a", serviceId)
07:00:44.992 [XNIO-1 task-2]  zy3TnQBpSP6JnyniqU8FEA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.992 [XNIO-1 task-2]  zy3TnQBpSP6JnyniqU8FEA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.992 [XNIO-1 task-2]  zy3TnQBpSP6JnyniqU8FEA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.996 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:04d0203a
07:00:45.005 [XNIO-1 task-2]  rbozgq7MR_GY5XjQhJGRHA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:45.006 [XNIO-1 task-2]  rbozgq7MR_GY5XjQhJGRHA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:45.006 [XNIO-1 task-2]  rbozgq7MR_GY5XjQhJGRHA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:45.006 [XNIO-1 task-2]  rbozgq7MR_GY5XjQhJGRHA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
07:00:45.054 [XNIO-1 task-2]  hTPESqxwSaiKmv4BlfTcmw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:45.054 [XNIO-1 task-2]  hTPESqxwSaiKmv4BlfTcmw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:45.054 [XNIO-1 task-2]  hTPESqxwSaiKmv4BlfTcmw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:45.056 [XNIO-1 task-2]  hTPESqxwSaiKmv4BlfTcmw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
07:00:45.102 [XNIO-1 task-2]  sUb5HxYjQUK0qlkWtPUa2w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/5b8a104a, base path is set to: null
07:00:45.102 [XNIO-1 task-2]  sUb5HxYjQUK0qlkWtPUa2w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:45.102 [XNIO-1 task-2]  sUb5HxYjQUK0qlkWtPUa2w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:45.103 [XNIO-1 task-2]  sUb5HxYjQUK0qlkWtPUa2w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/5b8a104a, base path is set to: null
07:00:45.103 [XNIO-1 task-2]  sUb5HxYjQUK0qlkWtPUa2w DEBUG com.networknt.schema.TypeValidator debug - validate( "5b8a104a", "5b8a104a", serviceId)
07:00:45.111 [XNIO-1 task-2]  zZgtyWvyToK-VXQtwuh2eg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:45.112 [XNIO-1 task-2]  zZgtyWvyToK-VXQtwuh2eg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:45.114 [XNIO-1 task-2]  zZgtyWvyToK-VXQtwuh2eg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:45.115 [XNIO-1 task-2]  zZgtyWvyToK-VXQtwuh2eg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"5b8a104a","serviceName":"35f7fbda-241d-4be4-910f-12aa57b0","serviceDesc":"1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"5b8a104a","serviceName":"35f7fbda-241d-4be4-910f-12aa57b0","serviceDesc":"1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:45.115 [XNIO-1 task-2]  zZgtyWvyToK-VXQtwuh2eg DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"5b8a104a","serviceName":"35f7fbda-241d-4be4-910f-12aa57b0","serviceDesc":"1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:45.115 [XNIO-1 task-2]  zZgtyWvyToK-VXQtwuh2eg DEBUG com.networknt.schema.TypeValidator debug - validate( "1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd", {"serviceType":"swagger","serviceId":"5b8a104a","serviceName":"35f7fbda-241d-4be4-910f-12aa57b0","serviceDesc":"1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
07:00:45.115 [XNIO-1 task-2]  zZgtyWvyToK-VXQtwuh2eg DEBUG com.networknt.schema.TypeValidator debug - validate( "5b8a104a", {"serviceType":"swagger","serviceId":"5b8a104a","serviceName":"35f7fbda-241d-4be4-910f-12aa57b0","serviceDesc":"1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
07:00:45.115 [XNIO-1 task-2]  zZgtyWvyToK-VXQtwuh2eg DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"5b8a104a","serviceName":"35f7fbda-241d-4be4-910f-12aa57b0","serviceDesc":"1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:45.115 [XNIO-1 task-2]  zZgtyWvyToK-VXQtwuh2eg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"5b8a104a","serviceName":"35f7fbda-241d-4be4-910f-12aa57b0","serviceDesc":"1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"5b8a104a","serviceName":"35f7fbda-241d-4be4-910f-12aa57b0","serviceDesc":"1a0a0a7b-e62d-4a55-bc1a-b0901b172ddd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:45.161 [XNIO-1 task-2]  aRA9oHwZRpCr93zBoFljkA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:45.161 [XNIO-1 task-2]  aRA9oHwZRpCr93zBoFljkA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:45.164 [XNIO-1 task-2]  aRA9oHwZRpCr93zBoFljkA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:45.164 [XNIO-1 task-2]  aRA9oHwZRpCr93zBoFljkA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
07:00:45.184 [XNIO-1 task-2]  0KQjn8nHQDW_mVyqe8Xxcg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/513b8a6c
07:00:45.184 [XNIO-1 task-2]  0KQjn8nHQDW_mVyqe8Xxcg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:45.184 [XNIO-1 task-2]  0KQjn8nHQDW_mVyqe8Xxcg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:45.185 [XNIO-1 task-2]  0KQjn8nHQDW_mVyqe8Xxcg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/513b8a6c
07:00:45.193 [XNIO-1 task-2]  yyBRLC-SQsKKX2emvVFqvg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:45.195 [XNIO-1 task-2]  yyBRLC-SQsKKX2emvVFqvg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:45.196 [XNIO-1 task-2]  yyBRLC-SQsKKX2emvVFqvg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
