16:40:09.861 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:7134a462
16:40:12.495 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:abc0d696-4e68-4e72-870e-63d7956a0488
16:40:14.118 [XNIO-1 task-1]  t77gEe5jRv2LDkHro3rLaw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/48c5b868, base path is set to: null
16:40:14.119 [XNIO-1 task-1]  t77gEe5jRv2LDkHro3rLaw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:14.119 [XNIO-1 task-1]  t77gEe5jRv2LDkHro3rLaw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:14.119 [XNIO-1 task-1]  t77gEe5jRv2LDkHro3rLaw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/48c5b868, base path is set to: null
16:40:14.119 [XNIO-1 task-1]  t77gEe5jRv2LDkHro3rLaw DEBUG com.networknt.schema.TypeValidator debug - validate( "48c5b868", "48c5b868", userId)
16:40:14.126 [XNIO-1 task-1]  zJRe55HMSq6e-kDZaJT_6g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.126 [XNIO-1 task-1]  zJRe55HMSq6e-kDZaJT_6g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.126 [XNIO-1 task-1]  zJRe55HMSq6e-kDZaJT_6g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.127 [XNIO-1 task-1]  zJRe55HMSq6e-kDZaJT_6g DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:14.131 [XNIO-1 task-1]  49piVz6KRtWIZYQvCL3oyA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/efa13e5b
16:40:14.131 [XNIO-1 task-1]  49piVz6KRtWIZYQvCL3oyA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.131 [XNIO-1 task-1]  49piVz6KRtWIZYQvCL3oyA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:14.131 [XNIO-1 task-1]  49piVz6KRtWIZYQvCL3oyA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
16:40:14.132 [XNIO-1 task-1]  49piVz6KRtWIZYQvCL3oyA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/efa13e5b
16:40:14.132 [XNIO-1 task-1]  49piVz6KRtWIZYQvCL3oyA DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"898e1f62-aaf4-4294-9260-8a13e0a041a9","newPassword":"854691d2-cb8f-4d8f-9119-98c757c61854","newPasswordConfirm":"854691d2-cb8f-4d8f-9119-98c757c61854"}, {"password":"898e1f62-aaf4-4294-9260-8a13e0a041a9","newPassword":"854691d2-cb8f-4d8f-9119-98c757c61854","newPasswordConfirm":"854691d2-cb8f-4d8f-9119-98c757c61854"}, requestBody)
16:40:14.132 [XNIO-1 task-1]  49piVz6KRtWIZYQvCL3oyA DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"898e1f62-aaf4-4294-9260-8a13e0a041a9","newPassword":"854691d2-cb8f-4d8f-9119-98c757c61854","newPasswordConfirm":"854691d2-cb8f-4d8f-9119-98c757c61854"}, {"password":"898e1f62-aaf4-4294-9260-8a13e0a041a9","newPassword":"854691d2-cb8f-4d8f-9119-98c757c61854","newPasswordConfirm":"854691d2-cb8f-4d8f-9119-98c757c61854"}, requestBody)
16:40:14.132 [XNIO-1 task-1]  49piVz6KRtWIZYQvCL3oyA DEBUG com.networknt.schema.FormatValidator debug - validate( "854691d2-cb8f-4d8f-9119-98c757c61854", {"password":"898e1f62-aaf4-4294-9260-8a13e0a041a9","newPassword":"854691d2-cb8f-4d8f-9119-98c757c61854","newPasswordConfirm":"854691d2-cb8f-4d8f-9119-98c757c61854"}, requestBody.newPasswordConfirm)
16:40:14.132 [XNIO-1 task-1]  49piVz6KRtWIZYQvCL3oyA DEBUG com.networknt.schema.FormatValidator debug - validate( "898e1f62-aaf4-4294-9260-8a13e0a041a9", {"password":"898e1f62-aaf4-4294-9260-8a13e0a041a9","newPassword":"854691d2-cb8f-4d8f-9119-98c757c61854","newPasswordConfirm":"854691d2-cb8f-4d8f-9119-98c757c61854"}, requestBody.password)
16:40:14.133 [XNIO-1 task-1]  49piVz6KRtWIZYQvCL3oyA DEBUG com.networknt.schema.FormatValidator debug - validate( "854691d2-cb8f-4d8f-9119-98c757c61854", {"password":"898e1f62-aaf4-4294-9260-8a13e0a041a9","newPassword":"854691d2-cb8f-4d8f-9119-98c757c61854","newPasswordConfirm":"854691d2-cb8f-4d8f-9119-98c757c61854"}, requestBody.newPassword)
16:40:14.145 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:efa13e5b
16:40:14.157 [XNIO-1 task-1]  NqvoYvIhT_e-Rc4BBZSC_Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.157 [XNIO-1 task-1]  NqvoYvIhT_e-Rc4BBZSC_Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.157 [XNIO-1 task-1]  NqvoYvIhT_e-Rc4BBZSC_Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.157 [XNIO-1 task-1]  NqvoYvIhT_e-Rc4BBZSC_Q DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:14.163 [XNIO-1 task-1]  1n_MBbV4TE6hGr2REzG7Og DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/efa13e5b
16:40:14.164 [XNIO-1 task-1]  1n_MBbV4TE6hGr2REzG7Og DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.164 [XNIO-1 task-1]  1n_MBbV4TE6hGr2REzG7Og DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:14.164 [XNIO-1 task-1]  1n_MBbV4TE6hGr2REzG7Og DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/efa13e5b
16:40:14.164 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:efa13e5b
16:40:14.172 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:9b2ab305
16:40:14.178 [XNIO-1 task-1]  Oc8DBkoWQGmsgRbgGrEG-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.178 [XNIO-1 task-1]  Oc8DBkoWQGmsgRbgGrEG-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.178 [XNIO-1 task-1]  Oc8DBkoWQGmsgRbgGrEG-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.178 [XNIO-1 task-1]  Oc8DBkoWQGmsgRbgGrEG-A DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:14.186 [XNIO-1 task-1]  6pKsuN_TQz6MGIBDcQ-s3A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.186 [XNIO-1 task-1]  6pKsuN_TQz6MGIBDcQ-s3A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.187 [XNIO-1 task-1]  6pKsuN_TQz6MGIBDcQ-s3A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.187 [XNIO-1 task-1]  6pKsuN_TQz6MGIBDcQ-s3A DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:14.197 [XNIO-1 task-1]  h43gx4liSHOQjpmlklZDvg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.197 [XNIO-1 task-1]  h43gx4liSHOQjpmlklZDvg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.197 [XNIO-1 task-1]  h43gx4liSHOQjpmlklZDvg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.215 [XNIO-1 task-1]  IIidTGBYSbC8d1tYRmYXUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/4af4fb6a
16:40:14.215 [XNIO-1 task-1]  IIidTGBYSbC8d1tYRmYXUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.215 [XNIO-1 task-1]  IIidTGBYSbC8d1tYRmYXUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:14.215 [XNIO-1 task-1]  IIidTGBYSbC8d1tYRmYXUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
16:40:14.215 [XNIO-1 task-1]  IIidTGBYSbC8d1tYRmYXUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/4af4fb6a
16:40:14.216 [XNIO-1 task-1]  IIidTGBYSbC8d1tYRmYXUA DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"5bf5d93c-6393-4bd2-b8b2-f23085e30088","newPassword":"41cd177e-cfad-42ed-bd26-421265c7f961","newPasswordConfirm":"41cd177e-cfad-42ed-bd26-421265c7f961"}, {"password":"5bf5d93c-6393-4bd2-b8b2-f23085e30088","newPassword":"41cd177e-cfad-42ed-bd26-421265c7f961","newPasswordConfirm":"41cd177e-cfad-42ed-bd26-421265c7f961"}, requestBody)
16:40:14.216 [XNIO-1 task-1]  IIidTGBYSbC8d1tYRmYXUA DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"5bf5d93c-6393-4bd2-b8b2-f23085e30088","newPassword":"41cd177e-cfad-42ed-bd26-421265c7f961","newPasswordConfirm":"41cd177e-cfad-42ed-bd26-421265c7f961"}, {"password":"5bf5d93c-6393-4bd2-b8b2-f23085e30088","newPassword":"41cd177e-cfad-42ed-bd26-421265c7f961","newPasswordConfirm":"41cd177e-cfad-42ed-bd26-421265c7f961"}, requestBody)
16:40:14.216 [XNIO-1 task-1]  IIidTGBYSbC8d1tYRmYXUA DEBUG com.networknt.schema.FormatValidator debug - validate( "41cd177e-cfad-42ed-bd26-421265c7f961", {"password":"5bf5d93c-6393-4bd2-b8b2-f23085e30088","newPassword":"41cd177e-cfad-42ed-bd26-421265c7f961","newPasswordConfirm":"41cd177e-cfad-42ed-bd26-421265c7f961"}, requestBody.newPasswordConfirm)
16:40:14.216 [XNIO-1 task-1]  IIidTGBYSbC8d1tYRmYXUA DEBUG com.networknt.schema.FormatValidator debug - validate( "5bf5d93c-6393-4bd2-b8b2-f23085e30088", {"password":"5bf5d93c-6393-4bd2-b8b2-f23085e30088","newPassword":"41cd177e-cfad-42ed-bd26-421265c7f961","newPasswordConfirm":"41cd177e-cfad-42ed-bd26-421265c7f961"}, requestBody.password)
16:40:14.216 [XNIO-1 task-1]  IIidTGBYSbC8d1tYRmYXUA DEBUG com.networknt.schema.FormatValidator debug - validate( "41cd177e-cfad-42ed-bd26-421265c7f961", {"password":"5bf5d93c-6393-4bd2-b8b2-f23085e30088","newPassword":"41cd177e-cfad-42ed-bd26-421265c7f961","newPasswordConfirm":"41cd177e-cfad-42ed-bd26-421265c7f961"}, requestBody.newPassword)
16:40:14.241 [XNIO-1 task-1]  h1Y7M9BrTHaiQRVAdisUvg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.241 [XNIO-1 task-1]  h1Y7M9BrTHaiQRVAdisUvg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.241 [XNIO-1 task-1]  h1Y7M9BrTHaiQRVAdisUvg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.242 [XNIO-1 task-1]  h1Y7M9BrTHaiQRVAdisUvg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:14.245 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:8e4c7558
16:40:14.251 [XNIO-1 task-1]  illDFc6AQVKx1jOs7SETcA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.251 [XNIO-1 task-1]  illDFc6AQVKx1jOs7SETcA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:14.251 [XNIO-1 task-1]  illDFc6AQVKx1jOs7SETcA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.251 [XNIO-1 task-1]  illDFc6AQVKx1jOs7SETcA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:14.260 [XNIO-1 task-1]  _CN4wDPZRzuqJBfsvgNVBg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/4af4fb6a, base path is set to: null
16:40:14.260 [XNIO-1 task-1]  _CN4wDPZRzuqJBfsvgNVBg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:14.260 [XNIO-1 task-1]  _CN4wDPZRzuqJBfsvgNVBg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:14.260 [XNIO-1 task-1]  _CN4wDPZRzuqJBfsvgNVBg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/4af4fb6a, base path is set to: null
16:40:14.260 [XNIO-1 task-1]  _CN4wDPZRzuqJBfsvgNVBg DEBUG com.networknt.schema.TypeValidator debug - validate( "4af4fb6a", "4af4fb6a", userId)
16:40:14.272 [XNIO-1 task-1]  rMONz34xQTibUjRfnMFvPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.272 [XNIO-1 task-1]  rMONz34xQTibUjRfnMFvPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.272 [XNIO-1 task-1]  rMONz34xQTibUjRfnMFvPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.296 [XNIO-1 task-1]  QOQy9ESCTSGbR4Qlo743uA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.296 [XNIO-1 task-1]  QOQy9ESCTSGbR4Qlo743uA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.296 [XNIO-1 task-1]  QOQy9ESCTSGbR4Qlo743uA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.297 [XNIO-1 task-1]  QOQy9ESCTSGbR4Qlo743uA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:14.301 [XNIO-1 task-1]  SBMWOqX9RmSntHOYMc_3fA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.301 [XNIO-1 task-1]  SBMWOqX9RmSntHOYMc_3fA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:14.301 [XNIO-1 task-1]  SBMWOqX9RmSntHOYMc_3fA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.303 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:a9849478-04fb-483b-bdf2-435c4cb6ad63
16:40:14.304 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:4729b497
16:40:14.315 [XNIO-1 task-1]  oZ4HY1VOR46MVbi75jsE0g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.315 [XNIO-1 task-1]  oZ4HY1VOR46MVbi75jsE0g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:14.316 [XNIO-1 task-1]  oZ4HY1VOR46MVbi75jsE0g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.320 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:a9849478-04fb-483b-bdf2-435c4cb6ad63
16:40:14.329 [XNIO-1 task-1]  PJbQ6eIFRqiSOoromnxgwA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/4af4fb6a
16:40:14.329 [XNIO-1 task-1]  PJbQ6eIFRqiSOoromnxgwA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.329 [XNIO-1 task-1]  PJbQ6eIFRqiSOoromnxgwA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:14.330 [XNIO-1 task-1]  PJbQ6eIFRqiSOoromnxgwA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/4af4fb6a
16:40:14.340 [XNIO-1 task-1]  9b7Jwn5qS6qRK5oX6VknOA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.340 [XNIO-1 task-1]  9b7Jwn5qS6qRK5oX6VknOA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:14.340 [XNIO-1 task-1]  9b7Jwn5qS6qRK5oX6VknOA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.340 [XNIO-1 task-1]  9b7Jwn5qS6qRK5oX6VknOA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:14.350 [XNIO-1 task-1]  1iKbzYt0Q_65VvRXUVJEfw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.351 [XNIO-1 task-1]  1iKbzYt0Q_65VvRXUVJEfw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:14.351 [XNIO-1 task-1]  1iKbzYt0Q_65VvRXUVJEfw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.362 [hz._hzInstance_1_dev.partition-operation.thread-13]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:b216d01c-b967-43a5-b051-00eff2f78754
16:40:14.362 [hz._hzInstance_1_dev.partition-operation.thread-13]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:b216d01c-b967-43a5-b051-00eff2f78754
16:40:14.362 [XNIO-1 task-1]  Sd826dNfR2yhlCVjJZ8WTw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:14.362 [XNIO-1 task-1]  Sd826dNfR2yhlCVjJZ8WTw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.363 [XNIO-1 task-1]  Sd826dNfR2yhlCVjJZ8WTw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:14.368 [XNIO-1 task-1]  2pI_c6blToi5vE3XqGKKsA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/dbe7ddcd, base path is set to: null
16:40:14.368 [XNIO-1 task-1]  2pI_c6blToi5vE3XqGKKsA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:14.368 [XNIO-1 task-1]  2pI_c6blToi5vE3XqGKKsA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:14.368 [XNIO-1 task-1]  2pI_c6blToi5vE3XqGKKsA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/dbe7ddcd, base path is set to: null
16:40:14.368 [XNIO-1 task-1]  2pI_c6blToi5vE3XqGKKsA DEBUG com.networknt.schema.TypeValidator debug - validate( "dbe7ddcd", "dbe7ddcd", userId)
16:40:14.375 [XNIO-1 task-1]  1FQJ6-ksQwKnFnL-26vJMQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.375 [XNIO-1 task-1]  1FQJ6-ksQwKnFnL-26vJMQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:14.375 [XNIO-1 task-1]  1FQJ6-ksQwKnFnL-26vJMQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.394 [XNIO-1 task-1]  KpFpN1YZTry6qqgwvLS8-A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/dbe7ddcd, base path is set to: null
16:40:14.394 [XNIO-1 task-1]  KpFpN1YZTry6qqgwvLS8-A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:14.394 [XNIO-1 task-1]  KpFpN1YZTry6qqgwvLS8-A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:14.394 [XNIO-1 task-1]  KpFpN1YZTry6qqgwvLS8-A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/dbe7ddcd, base path is set to: null
16:40:14.394 [XNIO-1 task-1]  KpFpN1YZTry6qqgwvLS8-A DEBUG com.networknt.schema.TypeValidator debug - validate( "dbe7ddcd", "dbe7ddcd", userId)
16:40:14.400 [XNIO-1 task-1]  V5K48-8MQC-ReOrqmvJoHw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/dbe7ddcd, base path is set to: null
16:40:14.400 [XNIO-1 task-1]  V5K48-8MQC-ReOrqmvJoHw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:14.400 [XNIO-1 task-1]  V5K48-8MQC-ReOrqmvJoHw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:14.400 [XNIO-1 task-1]  V5K48-8MQC-ReOrqmvJoHw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
16:40:14.400 [XNIO-1 task-1]  V5K48-8MQC-ReOrqmvJoHw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/dbe7ddcd, base path is set to: null
16:40:14.400 [XNIO-1 task-1]  V5K48-8MQC-ReOrqmvJoHw DEBUG com.networknt.schema.TypeValidator debug - validate( "dbe7ddcd", "dbe7ddcd", userId)
16:40:14.401 [XNIO-1 task-1]  V5K48-8MQC-ReOrqmvJoHw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"543348f6-4a27-4b0e-a7c1-4875ad8da086","newPassword":"cb773e78-5e31-415a-943a-61d9170a7c30","newPasswordConfirm":"cb773e78-5e31-415a-943a-61d9170a7c30"}, {"password":"543348f6-4a27-4b0e-a7c1-4875ad8da086","newPassword":"cb773e78-5e31-415a-943a-61d9170a7c30","newPasswordConfirm":"cb773e78-5e31-415a-943a-61d9170a7c30"}, requestBody)
16:40:14.401 [XNIO-1 task-1]  V5K48-8MQC-ReOrqmvJoHw DEBUG com.networknt.schema.TypeValidator debug - validate( "cb773e78-5e31-415a-943a-61d9170a7c30", {"password":"543348f6-4a27-4b0e-a7c1-4875ad8da086","newPassword":"cb773e78-5e31-415a-943a-61d9170a7c30","newPasswordConfirm":"cb773e78-5e31-415a-943a-61d9170a7c30"}, requestBody.newPasswordConfirm)
16:40:14.401 [XNIO-1 task-1]  V5K48-8MQC-ReOrqmvJoHw DEBUG com.networknt.schema.TypeValidator debug - validate( "543348f6-4a27-4b0e-a7c1-4875ad8da086", {"password":"543348f6-4a27-4b0e-a7c1-4875ad8da086","newPassword":"cb773e78-5e31-415a-943a-61d9170a7c30","newPasswordConfirm":"cb773e78-5e31-415a-943a-61d9170a7c30"}, requestBody.password)
16:40:14.401 [XNIO-1 task-1]  V5K48-8MQC-ReOrqmvJoHw DEBUG com.networknt.schema.TypeValidator debug - validate( "cb773e78-5e31-415a-943a-61d9170a7c30", {"password":"543348f6-4a27-4b0e-a7c1-4875ad8da086","newPassword":"cb773e78-5e31-415a-943a-61d9170a7c30","newPasswordConfirm":"cb773e78-5e31-415a-943a-61d9170a7c30"}, requestBody.newPassword)
16:40:14.421 [XNIO-1 task-1]  7zgYNvynT3eK46YcuNVNsg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.421 [XNIO-1 task-1]  7zgYNvynT3eK46YcuNVNsg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:14.422 [XNIO-1 task-1]  7zgYNvynT3eK46YcuNVNsg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.443 [XNIO-1 task-1]  spI_j-kPTuisFlAXJJ15lQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.444 [XNIO-1 task-1]  spI_j-kPTuisFlAXJJ15lQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:14.444 [XNIO-1 task-1]  spI_j-kPTuisFlAXJJ15lQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:14.459 [XNIO-1 task-1]  w5R6eeBoRz-_HaBFfnLpEw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/8381ac29, base path is set to: null
16:40:14.460 [XNIO-1 task-1]  w5R6eeBoRz-_HaBFfnLpEw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:14.460 [XNIO-1 task-1]  w5R6eeBoRz-_HaBFfnLpEw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:14.460 [XNIO-1 task-1]  w5R6eeBoRz-_HaBFfnLpEw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/8381ac29, base path is set to: null
16:40:14.460 [XNIO-1 task-1]  w5R6eeBoRz-_HaBFfnLpEw DEBUG com.networknt.schema.TypeValidator debug - validate( "8381ac29", "8381ac29", userId)
16:40:14.464 [XNIO-1 task-1]  3YPJ9I6_TO28UDqWmGMMSA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/8381ac29
16:40:14.464 [XNIO-1 task-1]  3YPJ9I6_TO28UDqWmGMMSA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:14.464 [XNIO-1 task-1]  3YPJ9I6_TO28UDqWmGMMSA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:14.465 [XNIO-1 task-1]  3YPJ9I6_TO28UDqWmGMMSA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/8381ac29
16:40:14.468 [XNIO-1 task-1]  fVHwRQp3SNGxk9lPOihDTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/8381ac29, base path is set to: null
16:40:14.468 [XNIO-1 task-1]  fVHwRQp3SNGxk9lPOihDTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:14.468 [XNIO-1 task-1]  fVHwRQp3SNGxk9lPOihDTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:14.468 [XNIO-1 task-1]  fVHwRQp3SNGxk9lPOihDTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/8381ac29, base path is set to: null
