20:00:39.952 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG com.zaxxer.hikari.pool.HikariPool checkFailFast - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@fe063ff
20:00:44.356 [XNIO-1 task-2]  E0hyh_1sTt6JEn78T1WC_g DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"629c2cdc","serviceName":"d6aa28cf-bd59-4f3c-b001-9e722092","serviceDesc":"284d0eed-3975-451d-863b-325f58c1fdce","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
20:00:44.356 [XNIO-1 task-2]  E0hyh_1sTt6JEn78T1WC_g DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"629c2cdc","serviceName":"d6aa28cf-bd59-4f3c-b001-9e722092","serviceDesc":"284d0eed-3975-451d-863b-325f58c1fdce","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"629c2cdc","serviceName":"d6aa28cf-bd59-4f3c-b001-9e722092","serviceDesc":"284d0eed-3975-451d-863b-325f58c1fdce","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:44.369 [XNIO-1 task-2]  7vqs3CUcTiqd2v5p2RzVng DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/7c8cb420
20:00:44.369 [XNIO-1 task-2]  7vqs3CUcTiqd2v5p2RzVng DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.370 [XNIO-1 task-2]  7vqs3CUcTiqd2v5p2RzVng DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:44.373 [XNIO-1 task-2]  7vqs3CUcTiqd2v5p2RzVng DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/7c8cb420
20:00:44.383 [XNIO-1 task-2]  75U_5L9BTxGn2y3yXeE0ew DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:44.383 [XNIO-1 task-2]  75U_5L9BTxGn2y3yXeE0ew DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:44.383 [XNIO-1 task-2]  75U_5L9BTxGn2y3yXeE0ew DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:44.398 [XNIO-1 task-2]  Tz-M9LgaRz-NhOmFLdNEOA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:44.398 [XNIO-1 task-2]  Tz-M9LgaRz-NhOmFLdNEOA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:44.398 [XNIO-1 task-2]  Tz-M9LgaRz-NhOmFLdNEOA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:44.399 [XNIO-1 task-2]  Tz-M9LgaRz-NhOmFLdNEOA DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:44.399 [XNIO-1 task-2]  Tz-M9LgaRz-NhOmFLdNEOA DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:44.400 [XNIO-1 task-2]  Tz-M9LgaRz-NhOmFLdNEOA DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:44.400 [XNIO-1 task-2]  Tz-M9LgaRz-NhOmFLdNEOA DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
20:00:44.400 [XNIO-1 task-2]  Tz-M9LgaRz-NhOmFLdNEOA DEBUG com.networknt.schema.TypeValidator debug - validate( "5a77869f-fef4-4773-a728-89fcfe69", {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
20:00:44.400 [XNIO-1 task-2]  Tz-M9LgaRz-NhOmFLdNEOA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:44.414 [XNIO-1 task-2]  mQXht676TZGJea69xKoi-g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/629c2cdc, base path is set to: null
20:00:44.414 [XNIO-1 task-2]  mQXht676TZGJea69xKoi-g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:44.414 [XNIO-1 task-2]  mQXht676TZGJea69xKoi-g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:44.415 [XNIO-1 task-2]  mQXht676TZGJea69xKoi-g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/629c2cdc, base path is set to: null
20:00:44.415 [XNIO-1 task-2]  mQXht676TZGJea69xKoi-g DEBUG com.networknt.schema.TypeValidator debug - validate( "629c2cdc", "629c2cdc", serviceId)
20:00:44.437 [XNIO-1 task-2]  KuRkwJ2YQ2u8fAzrAB9lqQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/629c2cdc
20:00:44.437 [XNIO-1 task-2]  KuRkwJ2YQ2u8fAzrAB9lqQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.437 [XNIO-1 task-2]  KuRkwJ2YQ2u8fAzrAB9lqQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:44.437 [XNIO-1 task-2]  KuRkwJ2YQ2u8fAzrAB9lqQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/629c2cdc
20:00:44.447 [XNIO-1 task-2]  eGtr46ENQqqRHZOQTXzVJg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:44.447 [XNIO-1 task-2]  eGtr46ENQqqRHZOQTXzVJg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:44.447 [XNIO-1 task-2]  eGtr46ENQqqRHZOQTXzVJg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:44.448 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:28810f82
20:00:44.449 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:28810f82
20:00:44.462 [XNIO-1 task-2]  tm5-9zwzRJ-D8w3m5DMc8A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.462 [XNIO-1 task-2]  tm5-9zwzRJ-D8w3m5DMc8A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.462 [XNIO-1 task-2]  tm5-9zwzRJ-D8w3m5DMc8A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.462 [XNIO-1 task-2]  tm5-9zwzRJ-D8w3m5DMc8A DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
20:00:44.476 [XNIO-1 task-2]  SSOBDmA4QJaQs1HMTFGJfA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.476 [XNIO-1 task-2]  SSOBDmA4QJaQs1HMTFGJfA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.476 [XNIO-1 task-2]  SSOBDmA4QJaQs1HMTFGJfA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.477 [XNIO-1 task-2]  SSOBDmA4QJaQs1HMTFGJfA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:44.477 [XNIO-1 task-2]  SSOBDmA4QJaQs1HMTFGJfA DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:44.477 [XNIO-1 task-2]  SSOBDmA4QJaQs1HMTFGJfA DEBUG com.networknt.schema.TypeValidator debug - validate( "5535c423-ee2a-496f-8620-114df21981c1", {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
20:00:44.478 [XNIO-1 task-2]  SSOBDmA4QJaQs1HMTFGJfA DEBUG com.networknt.schema.TypeValidator debug - validate( "12a393ca", {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
20:00:44.478 [XNIO-1 task-2]  SSOBDmA4QJaQs1HMTFGJfA DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
20:00:44.478 [XNIO-1 task-2]  SSOBDmA4QJaQs1HMTFGJfA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:44.495 [XNIO-1 task-2]  N9Mevn1QTKyJJmn8iGFGFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/28810f82
20:00:44.495 [XNIO-1 task-2]  N9Mevn1QTKyJJmn8iGFGFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.495 [XNIO-1 task-2]  N9Mevn1QTKyJJmn8iGFGFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:44.496 [XNIO-1 task-2]  N9Mevn1QTKyJJmn8iGFGFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/28810f82
20:00:44.497 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:28810f82
20:00:44.504 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:e94a8965-50bc-4511-9bbf-2bd8e002550d
java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:97)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:955)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1042)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdate(ClientPreparedStatement.java:1027)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.executeUpdate(HikariProxyPreparedStatement.java)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:19)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:56)
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.removeRecord(DefaultRecordStore.java:1034)
	at com.hazelcast.map.impl.operation.DeleteOperation.run(DeleteOperation.java:44)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.call(OperationRunnerImpl.java:210)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:416)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:123)
20:00:44.521 [XNIO-1 task-2]  CagV39zHTXmG6j92eRIS2g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:44.521 [XNIO-1 task-2]  CagV39zHTXmG6j92eRIS2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.521 [XNIO-1 task-2]  CagV39zHTXmG6j92eRIS2g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:44.521 [XNIO-1 task-2]  CagV39zHTXmG6j92eRIS2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.522 [XNIO-1 task-2]  CagV39zHTXmG6j92eRIS2g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:44.522 [XNIO-1 task-2]  CagV39zHTXmG6j92eRIS2g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:56)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:28)
20:00:44.524 [XNIO-1 task-2]  CagV39zHTXmG6j92eRIS2g DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"7c8cb420","serviceName":"1402a6de-e41f-4ecb-8166-735064e5","serviceDesc":"e2300314-62f6-4b79-b779-34042d7236c6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"7c8cb420","serviceName":"1402a6de-e41f-4ecb-8166-735064e5","serviceDesc":"e2300314-62f6-4b79-b779-34042d7236c6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.delete(DefaultRecordStore.java:455)
20:00:44.525 [XNIO-1 task-2]  CagV39zHTXmG6j92eRIS2g DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"7c8cb420","serviceName":"1402a6de-e41f-4ecb-8166-735064e5","serviceDesc":"e2300314-62f6-4b79-b779-34042d7236c6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:44.525 [XNIO-1 task-2]  CagV39zHTXmG6j92eRIS2g DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"7c8cb420","serviceName":"1402a6de-e41f-4ecb-8166-735064e5","serviceDesc":"e2300314-62f6-4b79-b779-34042d7236c6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:199)
20:00:44.525 [XNIO-1 task-2]  CagV39zHTXmG6j92eRIS2g DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"7c8cb420","serviceName":"1402a6de-e41f-4ecb-8166-735064e5","serviceDesc":"e2300314-62f6-4b79-b779-34042d7236c6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
20:00:44.525 [XNIO-1 task-2]  CagV39zHTXmG6j92eRIS2g DEBUG com.networknt.schema.TypeValidator debug - validate( "1402a6de-e41f-4ecb-8166-735064e5", {"serviceType":"swagger","serviceId":"7c8cb420","serviceName":"1402a6de-e41f-4ecb-8166-735064e5","serviceDesc":"e2300314-62f6-4b79-b779-34042d7236c6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
20:00:44.525 [XNIO-1 task-2]  CagV39zHTXmG6j92eRIS2g DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"7c8cb420","serviceName":"1402a6de-e41f-4ecb-8166-735064e5","serviceDesc":"e2300314-62f6-4b79-b779-34042d7236c6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"7c8cb420","serviceName":"1402a6de-e41f-4ecb-8166-735064e5","serviceDesc":"e2300314-62f6-4b79-b779-34042d7236c6","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:44.540 [XNIO-1 task-2]  Y1T1Xa4kQnuWaje-37dDzg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:153)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.run(OperationThread.java:110)
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:117)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:122)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1094)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeLargeUpdate(ClientPreparedStatement.java:1345)
	at com.zaxxer.hikari.pool.ProxyPreparedStatement.executeUpdate(ProxyPreparedStatement.java:61)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:33)

20:00:44.541 [XNIO-1 task-2]  Y1T1Xa4kQnuWaje-37dDzg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.595 [XNIO-1 task-2]  Y1T1Xa4kQnuWaje-37dDzg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.596 [XNIO-1 task-2]  Y1T1Xa4kQnuWaje-37dDzg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:44.597 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:ca1e24be-7dfa-4486-b646-252e9f4c7e4f
20:00:44.606 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:842a867e-b88f-4ca1-88c1-38fe4b3b238e
20:00:44.613 [XNIO-1 task-2]  Sg_YuK8vQhCLQp9hmY_3IA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/12a393ca, base path is set to: null
20:00:44.614 [XNIO-1 task-2]  Sg_YuK8vQhCLQp9hmY_3IA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:44.614 [XNIO-1 task-2]  Sg_YuK8vQhCLQp9hmY_3IA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:44.614 [XNIO-1 task-2]  Sg_YuK8vQhCLQp9hmY_3IA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/12a393ca, base path is set to: null
20:00:44.614 [XNIO-1 task-2]  Sg_YuK8vQhCLQp9hmY_3IA DEBUG com.networknt.schema.TypeValidator debug - validate( "12a393ca", "12a393ca", serviceId)
20:00:44.625 [XNIO-1 task-2]  qMMJFDOFS-evsUh1bi_nQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/12a393ca
20:00:44.625 [XNIO-1 task-2]  qMMJFDOFS-evsUh1bi_nQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.625 [XNIO-1 task-2]  qMMJFDOFS-evsUh1bi_nQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:44.626 [XNIO-1 task-2]  qMMJFDOFS-evsUh1bi_nQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/12a393ca
20:00:44.629 [XNIO-1 task-2]  q_J-r0YQTgO_zIBbt7CGFg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/629c2cdc, base path is set to: null
20:00:44.630 [XNIO-1 task-2]  q_J-r0YQTgO_zIBbt7CGFg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:44.630 [XNIO-1 task-2]  q_J-r0YQTgO_zIBbt7CGFg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:44.630 [XNIO-1 task-2]  q_J-r0YQTgO_zIBbt7CGFg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/629c2cdc, base path is set to: null
20:00:44.630 [XNIO-1 task-2]  q_J-r0YQTgO_zIBbt7CGFg DEBUG com.networknt.schema.TypeValidator debug - validate( "629c2cdc", "629c2cdc", serviceId)
20:00:44.643 [XNIO-1 task-2]  guy1Pp15TUimbqqWWUlOzw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.643 [XNIO-1 task-2]  guy1Pp15TUimbqqWWUlOzw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.643 [XNIO-1 task-2]  guy1Pp15TUimbqqWWUlOzw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:44.644 [XNIO-1 task-2]  guy1Pp15TUimbqqWWUlOzw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:44.644 [XNIO-1 task-2]  guy1Pp15TUimbqqWWUlOzw DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:44.644 [XNIO-1 task-2]  guy1Pp15TUimbqqWWUlOzw DEBUG com.networknt.schema.TypeValidator debug - validate( "5535c423-ee2a-496f-8620-114df21981c1", {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
20:00:44.644 [XNIO-1 task-2]  guy1Pp15TUimbqqWWUlOzw DEBUG com.networknt.schema.TypeValidator debug - validate( "12a393ca", {"serviceType":"swagger","serviceId":"12a393ca","serviceName":"5a77869f-fef4-4773-a728-89fcfe69","serviceDesc":"5535c423-ee2a-496f-8620-114df21981c1","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
