09:00:41.004 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:815aa1f2
09:00:45.042 [XNIO-1 task-1]  uDNXIy6pRQ6vO--YsOpGNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:45.043 [XNIO-1 task-1]  uDNXIy6pRQ6vO--YsOpGNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:45.043 [XNIO-1 task-1]  uDNXIy6pRQ6vO--YsOpGNQ DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:45.043 [XNIO-1 task-1]  uDNXIy6pRQ6vO--YsOpGNQ DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:45.044 [XNIO-1 task-1]  uDNXIy6pRQ6vO--YsOpGNQ DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:45.044 [XNIO-1 task-1]  uDNXIy6pRQ6vO--YsOpGNQ DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:45.044 [XNIO-1 task-1]  uDNXIy6pRQ6vO--YsOpGNQ DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:45.044 [XNIO-1 task-1]  uDNXIy6pRQ6vO--YsOpGNQ DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:45.050 [XNIO-1 task-2]  XrOGiCqFTvq0EdKJ_o2G6Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:45.050 [XNIO-1 task-2]  XrOGiCqFTvq0EdKJ_o2G6Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:45.050 [XNIO-1 task-2]  XrOGiCqFTvq0EdKJ_o2G6Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:45.050 [XNIO-1 task-2]  XrOGiCqFTvq0EdKJ_o2G6Q DEBUG com.networknt.schema.TypeValidator debug - validate( "63453920-ece0-47fe-b25e-61b0bb375ebf", "63453920-ece0-47fe-b25e-61b0bb375ebf", client_id)
09:00:45.051 [XNIO-1 task-2]  XrOGiCqFTvq0EdKJ_o2G6Q DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:45.051 [XNIO-1 task-2]  XrOGiCqFTvq0EdKJ_o2G6Q DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:45.051 [XNIO-1 task-2]  XrOGiCqFTvq0EdKJ_o2G6Q DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:45.051 [XNIO-1 task-2]  XrOGiCqFTvq0EdKJ_o2G6Q DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:45.052 [XNIO-1 task-2]  XrOGiCqFTvq0EdKJ_o2G6Q DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:45.054 [XNIO-1 task-1]  uDNXIy6pRQ6vO--YsOpGNQ DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:45.054 [XNIO-1 task-1]  uDNXIy6pRQ6vO--YsOpGNQ DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:45.058 [XNIO-1 task-1]  uDNXIy6pRQ6vO--YsOpGNQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=5rLb64fvSMGrP5yG51l-eg
09:00:45.061 [XNIO-1 task-2]  XrOGiCqFTvq0EdKJ_o2G6Q DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:45.061 [XNIO-1 task-2]  XrOGiCqFTvq0EdKJ_o2G6Q DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:45.097 [XNIO-1 task-2]  xpup00STQxOo7QsKi7mnCg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.097 [XNIO-1 task-2]  xpup00STQxOo7QsKi7mnCg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:45.097 [XNIO-1 task-2]  xpup00STQxOo7QsKi7mnCg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.097 [XNIO-1 task-2]  xpup00STQxOo7QsKi7mnCg DEBUG com.networknt.schema.TypeValidator debug - validate( "bjj0Uk_YkfL1aUf1DEJgCt0NDLhhOQKeHy78l43531U", "bjj0Uk_YkfL1aUf1DEJgCt0NDLhhOQKeHy78l43531U", code_challenge)
09:00:45.098 [XNIO-1 task-2]  xpup00STQxOo7QsKi7mnCg DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:45.098 [XNIO-1 task-2]  xpup00STQxOo7QsKi7mnCg DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:45.098 [XNIO-1 task-2]  xpup00STQxOo7QsKi7mnCg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:45.098 [XNIO-1 task-2]  xpup00STQxOo7QsKi7mnCg DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:45.098 [XNIO-1 task-2]  xpup00STQxOo7QsKi7mnCg DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:45.122 [XNIO-1 task-2]  xpup00STQxOo7QsKi7mnCg DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:45.131 [XNIO-1 task-2]  xpup00STQxOo7QsKi7mnCg DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:45.131 [XNIO-1 task-2]  xpup00STQxOo7QsKi7mnCg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:45.144 [XNIO-1 task-2]  3rZ_LGx1SfqTPN5jVW-KAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.144 [XNIO-1 task-2]  3rZ_LGx1SfqTPN5jVW-KAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:45.144 [XNIO-1 task-2]  3rZ_LGx1SfqTPN5jVW-KAw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.144 [XNIO-1 task-2]  3rZ_LGx1SfqTPN5jVW-KAw DEBUG com.networknt.schema.TypeValidator debug - validate( "JmrJ9xdLDfxa_ytqFlz_iHLHPWigX_QnhauBRhWbcEI", "JmrJ9xdLDfxa_ytqFlz_iHLHPWigX_QnhauBRhWbcEI", code_challenge)
09:00:45.145 [XNIO-1 task-2]  3rZ_LGx1SfqTPN5jVW-KAw DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:45.145 [XNIO-1 task-2]  3rZ_LGx1SfqTPN5jVW-KAw DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:45.145 [XNIO-1 task-2]  3rZ_LGx1SfqTPN5jVW-KAw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:45.145 [XNIO-1 task-2]  3rZ_LGx1SfqTPN5jVW-KAw DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:45.145 [XNIO-1 task-2]  3rZ_LGx1SfqTPN5jVW-KAw DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:45.147 [XNIO-1 task-2]  3rZ_LGx1SfqTPN5jVW-KAw DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:45.155 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:64db91e2
09:00:45.158 [XNIO-1 task-2]  3rZ_LGx1SfqTPN5jVW-KAw DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:45.156 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:6329a6b3-1d03-4065-ab9a-928d3aa8672b
09:00:45.160 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:6329a6b3-1d03-4065-ab9a-928d3aa8672b
09:00:45.160 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:e89f5625-428d-4d97-a973-d8ce08db86f1
09:00:45.167 [XNIO-1 task-2]  b0O4Wj2SR6SAd6P41gwV5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.168 [XNIO-1 task-2]  b0O4Wj2SR6SAd6P41gwV5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:45.168 [XNIO-1 task-2]  b0O4Wj2SR6SAd6P41gwV5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.168 [XNIO-1 task-2]  b0O4Wj2SR6SAd6P41gwV5w DEBUG com.networknt.schema.TypeValidator debug - validate( "cOChdOsf_LU9o2BrRRRL1RMgcfIoAB--NQjo8AwPOcg", "cOChdOsf_LU9o2BrRRRL1RMgcfIoAB--NQjo8AwPOcg", code_challenge)
09:00:45.168 [XNIO-1 task-2]  b0O4Wj2SR6SAd6P41gwV5w DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:45.168 [XNIO-1 task-2]  b0O4Wj2SR6SAd6P41gwV5w DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:45.169 [XNIO-1 task-2]  b0O4Wj2SR6SAd6P41gwV5w DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:45.169 [XNIO-1 task-2]  b0O4Wj2SR6SAd6P41gwV5w DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:45.169 [XNIO-1 task-2]  b0O4Wj2SR6SAd6P41gwV5w DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:45.169 [XNIO-1 task-2]  b0O4Wj2SR6SAd6P41gwV5w DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:45.179 [XNIO-1 task-2]  b0O4Wj2SR6SAd6P41gwV5w DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:45.179 [XNIO-1 task-2]  b0O4Wj2SR6SAd6P41gwV5w DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:45.215 [XNIO-1 task-2]  aTuC4pLhRJyvVFSY9dbltA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.216 [XNIO-1 task-2]  aTuC4pLhRJyvVFSY9dbltA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:45.216 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:17eebe7b-aefc-49cc-85d4-ab2624da1034
09:00:45.216 [XNIO-1 task-2]  aTuC4pLhRJyvVFSY9dbltA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:45.216 [XNIO-1 task-2]  aTuC4pLhRJyvVFSY9dbltA DEBUG com.networknt.schema.TypeValidator debug - validate( "k5VD4NO7mYsGhJuREAyDx9PMbgv0fbEuoBEN5-pl9RY", "k5VD4NO7mYsGhJuREAyDx9PMbgv0fbEuoBEN5-pl9RY", code_challenge)
09:00:45.216 [XNIO-1 task-2]  aTuC4pLhRJyvVFSY9dbltA DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:45.217 [XNIO-1 task-2]  aTuC4pLhRJyvVFSY9dbltA DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:45.217 [XNIO-1 task-2]  aTuC4pLhRJyvVFSY9dbltA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:45.217 [XNIO-1 task-2]  aTuC4pLhRJyvVFSY9dbltA DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:45.217 [XNIO-1 task-2]  aTuC4pLhRJyvVFSY9dbltA DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:45.218 [XNIO-1 task-2]  aTuC4pLhRJyvVFSY9dbltA DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:45.229 [XNIO-1 task-2]  aTuC4pLhRJyvVFSY9dbltA DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:45.230 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:64db91e2
09:00:45.231 [XNIO-1 task-2]  aTuC4pLhRJyvVFSY9dbltA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=vHzTcKXlQmGT7sQ07_sAww
09:00:45.256 [XNIO-1 task-2]  KMOlopCgRKyZBxnjfqmnjw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:45.258 [XNIO-1 task-2]  KMOlopCgRKyZBxnjfqmnjw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:45.263 [XNIO-1 task-2]  KMOlopCgRKyZBxnjfqmnjw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:45.263 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:b0633b6f
09:00:45.264 [XNIO-1 task-1]  YC2c0lhmR0ihDqVCIOMfwA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.268 [XNIO-1 task-1]  YC2c0lhmR0ihDqVCIOMfwA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:45.268 [XNIO-1 task-1]  YC2c0lhmR0ihDqVCIOMfwA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:45.268 [XNIO-1 task-1]  YC2c0lhmR0ihDqVCIOMfwA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.268 [XNIO-1 task-2]  KMOlopCgRKyZBxnjfqmnjw DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:45.268 [XNIO-1 task-2]  KMOlopCgRKyZBxnjfqmnjw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:45.274 [XNIO-1 task-2]  KMOlopCgRKyZBxnjfqmnjw DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:45.287 [XNIO-1 task-2]  KMOlopCgRKyZBxnjfqmnjw DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:45.287 [XNIO-1 task-2]  KMOlopCgRKyZBxnjfqmnjw DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:45.287 [XNIO-1 task-2]  KMOlopCgRKyZBxnjfqmnjw DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:45.288 [XNIO-1 task-1]  YC2c0lhmR0ihDqVCIOMfwA DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:45.289 [XNIO-1 task-1]  YC2c0lhmR0ihDqVCIOMfwA DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:45.290 [XNIO-1 task-1]  YC2c0lhmR0ihDqVCIOMfwA DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:45.291 [XNIO-1 task-1]  YC2c0lhmR0ihDqVCIOMfwA DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:45.291 [XNIO-1 task-1]  YC2c0lhmR0ihDqVCIOMfwA DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:45.303 [XNIO-1 task-2]  KMOlopCgRKyZBxnjfqmnjw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:45.303 [XNIO-1 task-2]  KMOlopCgRKyZBxnjfqmnjw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:45.307 [XNIO-1 task-1]  YC2c0lhmR0ihDqVCIOMfwA DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:45.310 [XNIO-1 task-1]  YC2c0lhmR0ihDqVCIOMfwA DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:45.310 [XNIO-1 task-1]  YC2c0lhmR0ihDqVCIOMfwA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:45.315 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:62e01075-fd77-43a0-a88a-f461ce12a4f0
09:00:45.315 [XNIO-1 task-2]  0nbQWjAZQd2fmrrNBCWLTg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.315 [XNIO-1 task-2]  0nbQWjAZQd2fmrrNBCWLTg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:45.316 [XNIO-1 task-2]  0nbQWjAZQd2fmrrNBCWLTg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.316 [XNIO-1 task-2]  0nbQWjAZQd2fmrrNBCWLTg DEBUG com.networknt.schema.TypeValidator debug - validate( "fb7ac70c-8b7c-4c10-84d3-151e3e66a854", "fb7ac70c-8b7c-4c10-84d3-151e3e66a854", client_id)
09:00:45.317 [XNIO-1 task-1]  YC2c0lhmR0ihDqVCIOMfwA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=uponxNn5Q4CRdncPXcyZ6Q
09:00:45.319 [XNIO-1 task-2]  0nbQWjAZQd2fmrrNBCWLTg DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:45.319 [XNIO-1 task-2]  0nbQWjAZQd2fmrrNBCWLTg DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:45.320 [XNIO-1 task-2]  0nbQWjAZQd2fmrrNBCWLTg DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:45.320 [XNIO-1 task-2]  0nbQWjAZQd2fmrrNBCWLTg DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:45.320 [XNIO-1 task-1]  HcCoPTGyTOGJYAOACoh4CQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.321 [XNIO-1 task-1]  HcCoPTGyTOGJYAOACoh4CQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:45.321 [XNIO-1 task-1]  HcCoPTGyTOGJYAOACoh4CQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.321 [XNIO-1 task-1]  HcCoPTGyTOGJYAOACoh4CQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Sd3afIrLeaHizefDXIhixwk4WQtWFuQRk5BCCLxH_Qw", "Sd3afIrLeaHizefDXIhixwk4WQtWFuQRk5BCCLxH_Qw", code_challenge)
09:00:45.321 [XNIO-1 task-1]  HcCoPTGyTOGJYAOACoh4CQ DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:45.321 [XNIO-1 task-1]  HcCoPTGyTOGJYAOACoh4CQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:45.322 [XNIO-1 task-1]  HcCoPTGyTOGJYAOACoh4CQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:45.322 [XNIO-1 task-1]  HcCoPTGyTOGJYAOACoh4CQ DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:45.322 [XNIO-1 task-1]  HcCoPTGyTOGJYAOACoh4CQ DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:45.322 [XNIO-1 task-1]  HcCoPTGyTOGJYAOACoh4CQ DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:45.330 [XNIO-1 task-1]  HcCoPTGyTOGJYAOACoh4CQ DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:45.333 [XNIO-1 task-2]  0nbQWjAZQd2fmrrNBCWLTg DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:45.333 [XNIO-1 task-2]  0nbQWjAZQd2fmrrNBCWLTg DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:45.333 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:7d9b06b2-6912-4289-8c92-93b3bf7fbe5c
Jun 29, 2024 9:00:45 AM com.hazelcast.map.impl.operation.DeleteOperation
