16:40:50.940 [XNIO-1 task-2]  w36eAxhJTze5C9rp4bvKvA DEBUG com.networknt.schema.TypeValidator debug - validate( "e65c6856", "e65c6856", serviceId)
16:40:53.154 [XNIO-1 task-2]  XkvF8FnSS-O7xfDgJJeuyw DEBUG com.networknt.schema.TypeValidator debug - validate( "74d261af-7ddd-4a3f-85cb-e60936faf046", {"serviceType":"swagger","serviceId":"6d24415a","serviceName":"f718b7ab-2356-4f08-90c7-4acd100d","serviceDesc":"74d261af-7ddd-4a3f-85cb-e60936faf046","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:40:53.154 [XNIO-1 task-2]  XkvF8FnSS-O7xfDgJJeuyw DEBUG com.networknt.schema.TypeValidator debug - validate( "6d24415a", {"serviceType":"swagger","serviceId":"6d24415a","serviceName":"f718b7ab-2356-4f08-90c7-4acd100d","serviceDesc":"74d261af-7ddd-4a3f-85cb-e60936faf046","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:40:53.154 [XNIO-1 task-2]  XkvF8FnSS-O7xfDgJJeuyw DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"6d24415a","serviceName":"f718b7ab-2356-4f08-90c7-4acd100d","serviceDesc":"74d261af-7ddd-4a3f-85cb-e60936faf046","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:40:53.154 [XNIO-1 task-2]  XkvF8FnSS-O7xfDgJJeuyw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"6d24415a","serviceName":"f718b7ab-2356-4f08-90c7-4acd100d","serviceDesc":"74d261af-7ddd-4a3f-85cb-e60936faf046","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"6d24415a","serviceName":"f718b7ab-2356-4f08-90c7-4acd100d","serviceDesc":"74d261af-7ddd-4a3f-85cb-e60936faf046","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:53.160 [XNIO-1 task-2]  1uhrWVYiTmajKjDU7sn2hw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.160 [XNIO-1 task-2]  1uhrWVYiTmajKjDU7sn2hw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.160 [XNIO-1 task-2]  1uhrWVYiTmajKjDU7sn2hw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.160 [XNIO-1 task-2]  1uhrWVYiTmajKjDU7sn2hw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"fcc48c49","serviceName":"6884f456-1413-4690-8005-22d5cb8c","serviceDesc":"32116191-ae13-46ef-8e86-e3c559f35486","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"fcc48c49","serviceName":"6884f456-1413-4690-8005-22d5cb8c","serviceDesc":"32116191-ae13-46ef-8e86-e3c559f35486","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:53.160 [XNIO-1 task-2]  1uhrWVYiTmajKjDU7sn2hw DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"fcc48c49","serviceName":"6884f456-1413-4690-8005-22d5cb8c","serviceDesc":"32116191-ae13-46ef-8e86-e3c559f35486","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:53.160 [XNIO-1 task-2]  1uhrWVYiTmajKjDU7sn2hw DEBUG com.networknt.schema.TypeValidator debug - validate( "32116191-ae13-46ef-8e86-e3c559f35486", {"serviceType":"swagger","serviceId":"fcc48c49","serviceName":"6884f456-1413-4690-8005-22d5cb8c","serviceDesc":"32116191-ae13-46ef-8e86-e3c559f35486","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:40:53.160 [XNIO-1 task-2]  1uhrWVYiTmajKjDU7sn2hw DEBUG com.networknt.schema.TypeValidator debug - validate( "fcc48c49", {"serviceType":"swagger","serviceId":"fcc48c49","serviceName":"6884f456-1413-4690-8005-22d5cb8c","serviceDesc":"32116191-ae13-46ef-8e86-e3c559f35486","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:40:53.160 [XNIO-1 task-2]  1uhrWVYiTmajKjDU7sn2hw DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"fcc48c49","serviceName":"6884f456-1413-4690-8005-22d5cb8c","serviceDesc":"32116191-ae13-46ef-8e86-e3c559f35486","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:40:53.160 [XNIO-1 task-2]  1uhrWVYiTmajKjDU7sn2hw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"fcc48c49","serviceName":"6884f456-1413-4690-8005-22d5cb8c","serviceDesc":"32116191-ae13-46ef-8e86-e3c559f35486","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"fcc48c49","serviceName":"6884f456-1413-4690-8005-22d5cb8c","serviceDesc":"32116191-ae13-46ef-8e86-e3c559f35486","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:53.166 [XNIO-1 task-2]  rLv51zQESVyUJiyhbdHwig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.167 [XNIO-1 task-2]  rLv51zQESVyUJiyhbdHwig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.167 [XNIO-1 task-2]  rLv51zQESVyUJiyhbdHwig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.167 [XNIO-1 task-2]  rLv51zQESVyUJiyhbdHwig DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"7d42185e","serviceName":"0c7092cf-14a1-437d-94a4-829ca362","serviceDesc":"007e4eea-112a-4921-bc9e-1e82b7bf8e65","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"7d42185e","serviceName":"0c7092cf-14a1-437d-94a4-829ca362","serviceDesc":"007e4eea-112a-4921-bc9e-1e82b7bf8e65","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:53.167 [XNIO-1 task-2]  rLv51zQESVyUJiyhbdHwig DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"7d42185e","serviceName":"0c7092cf-14a1-437d-94a4-829ca362","serviceDesc":"007e4eea-112a-4921-bc9e-1e82b7bf8e65","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:53.167 [XNIO-1 task-2]  rLv51zQESVyUJiyhbdHwig DEBUG com.networknt.schema.TypeValidator debug - validate( "007e4eea-112a-4921-bc9e-1e82b7bf8e65", {"serviceType":"swagger","serviceId":"7d42185e","serviceName":"0c7092cf-14a1-437d-94a4-829ca362","serviceDesc":"007e4eea-112a-4921-bc9e-1e82b7bf8e65","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:40:53.167 [XNIO-1 task-2]  rLv51zQESVyUJiyhbdHwig DEBUG com.networknt.schema.TypeValidator debug - validate( "7d42185e", {"serviceType":"swagger","serviceId":"7d42185e","serviceName":"0c7092cf-14a1-437d-94a4-829ca362","serviceDesc":"007e4eea-112a-4921-bc9e-1e82b7bf8e65","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:40:53.167 [XNIO-1 task-2]  rLv51zQESVyUJiyhbdHwig DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"7d42185e","serviceName":"0c7092cf-14a1-437d-94a4-829ca362","serviceDesc":"007e4eea-112a-4921-bc9e-1e82b7bf8e65","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:40:53.167 [XNIO-1 task-2]  rLv51zQESVyUJiyhbdHwig DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"7d42185e","serviceName":"0c7092cf-14a1-437d-94a4-829ca362","serviceDesc":"007e4eea-112a-4921-bc9e-1e82b7bf8e65","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"7d42185e","serviceName":"0c7092cf-14a1-437d-94a4-829ca362","serviceDesc":"007e4eea-112a-4921-bc9e-1e82b7bf8e65","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:53.172 [XNIO-1 task-2]  VIo3HTtQQM23WqjPdk5qlw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/785aec0d
16:40:53.172 [XNIO-1 task-2]  VIo3HTtQQM23WqjPdk5qlw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.172 [XNIO-1 task-2]  VIo3HTtQQM23WqjPdk5qlw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:53.172 [XNIO-1 task-2]  VIo3HTtQQM23WqjPdk5qlw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/785aec0d
16:40:53.175 [XNIO-1 task-2]  56PPzFsISoGLIya5T3zLjA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:53.175 [XNIO-1 task-2]  56PPzFsISoGLIya5T3zLjA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:53.175 [XNIO-1 task-2]  56PPzFsISoGLIya5T3zLjA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:53.175 [XNIO-1 task-2]  56PPzFsISoGLIya5T3zLjA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:53.183 [XNIO-1 task-2]  NhsR6rSgQqaCGOiBHkluTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:53.183 [XNIO-1 task-2]  NhsR6rSgQqaCGOiBHkluTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:53.183 [XNIO-1 task-2]  NhsR6rSgQqaCGOiBHkluTA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:53.183 [XNIO-1 task-2]  NhsR6rSgQqaCGOiBHkluTA DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"785aec0d","serviceName":"943f4658-9398-4cc3-aeec-b25224a2","serviceDesc":"8c305dcf-57c7-4d00-bde5-70ab3549a4aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"785aec0d","serviceName":"943f4658-9398-4cc3-aeec-b25224a2","serviceDesc":"8c305dcf-57c7-4d00-bde5-70ab3549a4aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:53.183 [XNIO-1 task-2]  NhsR6rSgQqaCGOiBHkluTA DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"785aec0d","serviceName":"943f4658-9398-4cc3-aeec-b25224a2","serviceDesc":"8c305dcf-57c7-4d00-bde5-70ab3549a4aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"785aec0d","serviceName":"943f4658-9398-4cc3-aeec-b25224a2","serviceDesc":"8c305dcf-57c7-4d00-bde5-70ab3549a4aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:53.183 [XNIO-1 task-2]  NhsR6rSgQqaCGOiBHkluTA DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"785aec0d","serviceName":"943f4658-9398-4cc3-aeec-b25224a2","serviceDesc":"8c305dcf-57c7-4d00-bde5-70ab3549a4aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:53.183 [XNIO-1 task-2]  NhsR6rSgQqaCGOiBHkluTA DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"785aec0d","serviceName":"943f4658-9398-4cc3-aeec-b25224a2","serviceDesc":"8c305dcf-57c7-4d00-bde5-70ab3549a4aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:40:53.184 [XNIO-1 task-2]  NhsR6rSgQqaCGOiBHkluTA DEBUG com.networknt.schema.TypeValidator debug - validate( "943f4658-9398-4cc3-aeec-b25224a2", {"serviceType":"swagger","serviceId":"785aec0d","serviceName":"943f4658-9398-4cc3-aeec-b25224a2","serviceDesc":"8c305dcf-57c7-4d00-bde5-70ab3549a4aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:40:53.184 [XNIO-1 task-2]  NhsR6rSgQqaCGOiBHkluTA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"785aec0d","serviceName":"943f4658-9398-4cc3-aeec-b25224a2","serviceDesc":"8c305dcf-57c7-4d00-bde5-70ab3549a4aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"785aec0d","serviceName":"943f4658-9398-4cc3-aeec-b25224a2","serviceDesc":"8c305dcf-57c7-4d00-bde5-70ab3549a4aa","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:53.189 [XNIO-1 task-2]  8DCvCEnySHCBH1obXIgkgQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:53.189 [XNIO-1 task-2]  8DCvCEnySHCBH1obXIgkgQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:53.189 [XNIO-1 task-2]  8DCvCEnySHCBH1obXIgkgQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:53.190 [XNIO-1 task-2]  8DCvCEnySHCBH1obXIgkgQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:53.192 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:16e8a911-b5bd-476e-9116-2ff0c9e97093
16:40:53.195 [XNIO-1 task-2]  ADWUzSyxTw2fz6sa7JcJSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/785aec0d, base path is set to: null
16:40:53.195 [XNIO-1 task-2]  ADWUzSyxTw2fz6sa7JcJSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:53.195 [XNIO-1 task-2]  ADWUzSyxTw2fz6sa7JcJSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:53.195 [XNIO-1 task-2]  ADWUzSyxTw2fz6sa7JcJSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/785aec0d, base path is set to: null
16:40:53.195 [XNIO-1 task-2]  ADWUzSyxTw2fz6sa7JcJSQ DEBUG com.networknt.schema.TypeValidator debug - validate( "785aec0d", "785aec0d", serviceId)
16:40:53.201 [XNIO-1 task-2]  72dzbQcmTkuWvyMrmeRfCA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.201 [XNIO-1 task-2]  72dzbQcmTkuWvyMrmeRfCA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.201 [XNIO-1 task-2]  72dzbQcmTkuWvyMrmeRfCA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.201 [XNIO-1 task-2]  72dzbQcmTkuWvyMrmeRfCA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"9ff90762","serviceName":"42273b81-2e86-4fa4-9b12-469c8405","serviceDesc":"462c8728-c164-4c07-85ed-3cd473c7f3fc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"9ff90762","serviceName":"42273b81-2e86-4fa4-9b12-469c8405","serviceDesc":"462c8728-c164-4c07-85ed-3cd473c7f3fc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:53.201 [XNIO-1 task-2]  72dzbQcmTkuWvyMrmeRfCA DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"9ff90762","serviceName":"42273b81-2e86-4fa4-9b12-469c8405","serviceDesc":"462c8728-c164-4c07-85ed-3cd473c7f3fc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:53.201 [XNIO-1 task-2]  72dzbQcmTkuWvyMrmeRfCA DEBUG com.networknt.schema.TypeValidator debug - validate( "462c8728-c164-4c07-85ed-3cd473c7f3fc", {"serviceType":"swagger","serviceId":"9ff90762","serviceName":"42273b81-2e86-4fa4-9b12-469c8405","serviceDesc":"462c8728-c164-4c07-85ed-3cd473c7f3fc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:40:53.201 [XNIO-1 task-2]  72dzbQcmTkuWvyMrmeRfCA DEBUG com.networknt.schema.TypeValidator debug - validate( "9ff90762", {"serviceType":"swagger","serviceId":"9ff90762","serviceName":"42273b81-2e86-4fa4-9b12-469c8405","serviceDesc":"462c8728-c164-4c07-85ed-3cd473c7f3fc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:40:53.201 [XNIO-1 task-2]  72dzbQcmTkuWvyMrmeRfCA DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"9ff90762","serviceName":"42273b81-2e86-4fa4-9b12-469c8405","serviceDesc":"462c8728-c164-4c07-85ed-3cd473c7f3fc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:40:53.201 [XNIO-1 task-2]  72dzbQcmTkuWvyMrmeRfCA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"9ff90762","serviceName":"42273b81-2e86-4fa4-9b12-469c8405","serviceDesc":"462c8728-c164-4c07-85ed-3cd473c7f3fc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"9ff90762","serviceName":"42273b81-2e86-4fa4-9b12-469c8405","serviceDesc":"462c8728-c164-4c07-85ed-3cd473c7f3fc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:53.208 [XNIO-1 task-2]  CNdoJoU1TriW_a4mtlF_vg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.208 [XNIO-1 task-2]  CNdoJoU1TriW_a4mtlF_vg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.208 [XNIO-1 task-2]  CNdoJoU1TriW_a4mtlF_vg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.209 [XNIO-1 task-2]  CNdoJoU1TriW_a4mtlF_vg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"2fd127fb","serviceName":"92753974-65b5-4075-9d9f-fed34714","serviceDesc":"37fa592a-07b7-4df7-8c6f-81587a0cbe84","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"2fd127fb","serviceName":"92753974-65b5-4075-9d9f-fed34714","serviceDesc":"37fa592a-07b7-4df7-8c6f-81587a0cbe84","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:53.209 [XNIO-1 task-2]  CNdoJoU1TriW_a4mtlF_vg DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"2fd127fb","serviceName":"92753974-65b5-4075-9d9f-fed34714","serviceDesc":"37fa592a-07b7-4df7-8c6f-81587a0cbe84","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:53.209 [XNIO-1 task-2]  CNdoJoU1TriW_a4mtlF_vg DEBUG com.networknt.schema.TypeValidator debug - validate( "37fa592a-07b7-4df7-8c6f-81587a0cbe84", {"serviceType":"swagger","serviceId":"2fd127fb","serviceName":"92753974-65b5-4075-9d9f-fed34714","serviceDesc":"37fa592a-07b7-4df7-8c6f-81587a0cbe84","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:40:53.209 [XNIO-1 task-2]  CNdoJoU1TriW_a4mtlF_vg DEBUG com.networknt.schema.TypeValidator debug - validate( "2fd127fb", {"serviceType":"swagger","serviceId":"2fd127fb","serviceName":"92753974-65b5-4075-9d9f-fed34714","serviceDesc":"37fa592a-07b7-4df7-8c6f-81587a0cbe84","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:40:53.209 [XNIO-1 task-2]  CNdoJoU1TriW_a4mtlF_vg DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"2fd127fb","serviceName":"92753974-65b5-4075-9d9f-fed34714","serviceDesc":"37fa592a-07b7-4df7-8c6f-81587a0cbe84","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:40:53.209 [XNIO-1 task-2]  CNdoJoU1TriW_a4mtlF_vg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"2fd127fb","serviceName":"92753974-65b5-4075-9d9f-fed34714","serviceDesc":"37fa592a-07b7-4df7-8c6f-81587a0cbe84","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"2fd127fb","serviceName":"92753974-65b5-4075-9d9f-fed34714","serviceDesc":"37fa592a-07b7-4df7-8c6f-81587a0cbe84","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:53.220 [XNIO-1 task-2]  gYYnsyUIS3eskuyB0Q-PEg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/b3d68239
16:40:53.220 [XNIO-1 task-2]  gYYnsyUIS3eskuyB0Q-PEg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.220 [XNIO-1 task-2]  gYYnsyUIS3eskuyB0Q-PEg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:53.220 [XNIO-1 task-2]  gYYnsyUIS3eskuyB0Q-PEg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/b3d68239
16:40:53.222 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:f3aff8e2-4cd3-40e9-849a-1cade735c0b0
16:40:53.223 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:f3aff8e2-4cd3-40e9-849a-1cade735c0b0
16:40:53.227 [XNIO-1 task-2]  Guqyy-BRTi6TPQSfGTy1EQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/60df0f00
16:40:53.227 [XNIO-1 task-2]  Guqyy-BRTi6TPQSfGTy1EQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.227 [XNIO-1 task-2]  Guqyy-BRTi6TPQSfGTy1EQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:53.228 [XNIO-1 task-2]  Guqyy-BRTi6TPQSfGTy1EQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/60df0f00
16:40:53.238 [XNIO-1 task-2]  4Vetc9FlSYyExebO8GQi9w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/e98b35a7, base path is set to: null
16:40:53.238 [XNIO-1 task-2]  4Vetc9FlSYyExebO8GQi9w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:53.238 [XNIO-1 task-2]  4Vetc9FlSYyExebO8GQi9w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:53.238 [XNIO-1 task-2]  4Vetc9FlSYyExebO8GQi9w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/e98b35a7, base path is set to: null
16:40:53.238 [XNIO-1 task-2]  4Vetc9FlSYyExebO8GQi9w DEBUG com.networknt.schema.TypeValidator debug - validate( "e98b35a7", "e98b35a7", serviceId)
16:40:53.245 [XNIO-1 task-2]  ydLjBes3QsSsblldGFBA1A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.245 [XNIO-1 task-2]  ydLjBes3QsSsblldGFBA1A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.245 [XNIO-1 task-2]  ydLjBes3QsSsblldGFBA1A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.245 [XNIO-1 task-2]  ydLjBes3QsSsblldGFBA1A DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:53.251 [XNIO-1 task-2]  P-P2KJapRUCy-n5bZeCogg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.251 [XNIO-1 task-2]  P-P2KJapRUCy-n5bZeCogg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
